link_id,tick,traffic_share,jammed_flag,planet_a,planet_b,traffic_percentage,traffic_bucket,high_traffic_share,jammed_int,hist_attack_rate
Aegis-Boreas,357,0.17411,0,Aegis,Boreas,17.41,medium,0,0,0.115
Aegis-Boreas,78,0.22087,0,Aegis,Boreas,22.09,high,1,0,0.115
Caelum-Elysium,348,0.19675,1,Caelum,Elysium,19.68,medium,0,1,0.08208955223880597
Elysium-Fenix,189,0.02345,0,Elysium,Fenix,2.34,very_low,0,0,0.06666666666666667
Caelum-Elysium,220,0.13208,0,Caelum,Elysium,13.21,medium,0,0,0.08208955223880597
Elysium-Fenix,351,0.03773,0,Elysium,Fenix,3.77,very_low,0,0,0.06666666666666667
Elysium-Fenix,377,0.0454,0,Elysium,Fenix,4.54,very_low,0,0,0.06666666666666667
Boreas-Elysium,259,0.05366,0,Boreas,Elysium,5.37,low,0,0,0.08933002481389578
Aegis-Dawn,302,0.00062,0,Aegis,Dawn,0.06,very_low,0,0,0.08607594936708861
Dawn-Fenix,365,0.1607,0,Dawn,Fenix,16.07,medium,0,0,0.07512953367875648
Dawn-Fenix,374,0.04437,0,Dawn,Fenix,4.44,very_low,0,0,0.07512953367875648
Caelum-Dawn,139,0.05086,0,Caelum,Dawn,5.09,low,0,0,0.06666666666666667
Aegis-Boreas,212,0.00668,0,Aegis,Boreas,0.67,very_low,0,0,0.115
Caelum-Fenix,447,0.01508,0,Caelum,Fenix,1.51,very_low,0,0,0.07960199004975124
Boreas-Elysium,401,0.15746,0,Boreas,Elysium,15.75,medium,0,0,0.08933002481389578
Elysium-Fenix,396,0.08448,0,Elysium,Fenix,8.45,low,0,0,0.06666666666666667
Boreas-Elysium,253,0.2957,0,Boreas,Elysium,29.57,high,1,0,0.08933002481389578
Dawn-Elysium,98,0.0834330688935281,0,Dawn,Elysium,8.34,low,0,0,0.07637231503579953
Dawn-Fenix,143,0.04856,0,Dawn,Fenix,4.86,very_low,0,0,0.07512953367875648
Caelum-Elysium,97,0.07218,0,Caelum,Elysium,7.22,low,0,0,0.08208955223880597
Dawn-Elysium,348,0.12083,0,Dawn,Elysium,12.08,medium,0,0,0.07637231503579953
Caelum-Fenix,295,0.08852,0,Caelum,Fenix,8.85,low,0,0,0.07960199004975124
Dawn-Fenix,353,0.13431,0,Dawn,Fenix,13.43,medium,0,0,0.07512953367875648
Caelum-Fenix,338,0.17533,0,Caelum,Fenix,17.53,medium,0,0,0.07960199004975124
Aegis-Dawn,279,0.00368,0,Aegis,Dawn,0.37,very_low,0,0,0.08607594936708861
Boreas-Fenix,296,0.08251,0,Boreas,Fenix,8.25,low,0,0,0.10353535353535354
Boreas-Fenix,90,0.01322,0,Boreas,Fenix,1.32,very_low,0,0,0.10353535353535354
Boreas-Fenix,29,0.05046,1,Boreas,Fenix,5.05,low,0,1,0.10353535353535354
Boreas-Elysium,301,0.1915,0,Boreas,Elysium,19.15,medium,0,0,0.08933002481389578
Dawn-Fenix,360,0.0834330688935281,1,Dawn,Fenix,8.34,low,0,1,0.07512953367875648
Aegis-Elysium,302,0.29398,0,Aegis,Elysium,29.4,high,1,0,0.06801007556675064
Aegis-Dawn,237,0.02584,0,Aegis,Dawn,2.58,very_low,0,0,0.08607594936708861
Caelum-Elysium,339,0.03012,0,Caelum,Elysium,3.01,very_low,0,0,0.08208955223880597
Boreas-Elysium,289,0.001,0,Boreas,Elysium,0.1,very_low,0,0,0.08933002481389578
Dawn-Elysium,19,0.10053,0,Dawn,Elysium,10.05,medium,0,0,0.07637231503579953
Boreas-Fenix,145,0.36015,0,Boreas,Fenix,36.02,very_high,1,0,0.10353535353535354
Aegis-Elysium,1,0.17055,0,Aegis,Elysium,17.06,medium,0,0,0.06801007556675064
Caelum-Elysium,303,0.20734,0,Caelum,Elysium,20.73,high,1,0,0.08208955223880597
Caelum-Elysium,109,0.05343,0,Caelum,Elysium,5.34,low,0,0,0.08208955223880597
Caelum-Fenix,155,0.00283,0,Caelum,Fenix,0.28,very_low,0,0,0.07960199004975124
Caelum-Elysium,460,0.06286,0,Caelum,Elysium,6.29,low,0,0,0.08208955223880597
Aegis-Boreas,277,0.13772,0,Aegis,Boreas,13.77,medium,0,0,0.115
Dawn-Elysium,499,0.0724,1,Dawn,Elysium,7.24,low,0,1,0.07637231503579953
Caelum-Fenix,33,0.19365,1,Caelum,Fenix,19.36,medium,0,1,0.07960199004975124
Caelum-Dawn,228,0.01437,0,Caelum,Dawn,1.44,very_low,0,0,0.06666666666666667
Boreas-Dawn,372,0.10178,0,Boreas,Dawn,10.18,medium,0,0,0.0761904761904762
Aegis-Dawn,222,0.05208,1,Aegis,Dawn,5.21,low,0,1,0.08607594936708861
Dawn-Fenix,128,0.03454,0,Dawn,Fenix,3.45,very_low,0,0,0.07512953367875648
Dawn-Elysium,59,0.22514,0,Dawn,Elysium,22.51,high,1,0,0.07637231503579953
Caelum-Elysium,401,0.06863,0,Caelum,Elysium,6.86,low,0,0,0.08208955223880597
Dawn-Fenix,261,0.14142,1,Dawn,Fenix,14.14,medium,0,1,0.07512953367875648
Boreas-Elysium,36,0.10872,0,Boreas,Elysium,10.87,medium,0,0,0.08933002481389578
Aegis-Dawn,407,0.15686,0,Aegis,Dawn,15.69,medium,0,0,0.08607594936708861
Boreas-Dawn,437,0.13432,0,Boreas,Dawn,13.43,medium,0,0,0.0761904761904762
Caelum-Fenix,121,0.01722,0,Caelum,Fenix,1.72,very_low,0,0,0.07960199004975124
Boreas-Fenix,391,0.06811,1,Boreas,Fenix,6.81,low,0,1,0.10353535353535354
Boreas-Fenix,356,0.02642,0,Boreas,Fenix,2.64,very_low,0,0,0.10353535353535354
Aegis-Dawn,284,0.05834,0,Aegis,Dawn,5.83,low,0,0,0.08607594936708861
Dawn-Fenix,474,0.00254,0,Dawn,Fenix,0.25,very_low,0,0,0.07512953367875648
Boreas-Elysium,10,0.20636,1,Boreas,Elysium,20.64,high,1,1,0.08933002481389578
Boreas-Dawn,445,0.04914,0,Boreas,Dawn,4.91,very_low,0,0,0.0761904761904762
Caelum-Elysium,236,0.1703,0,Caelum,Elysium,17.03,medium,0,0,0.08208955223880597
Caelum-Fenix,277,0.05762,0,Caelum,Fenix,5.76,low,0,0,0.07960199004975124
Aegis-Boreas,76,0.07897,0,Aegis,Boreas,7.9,low,0,0,0.115
Caelum-Fenix,360,0.13186,0,Caelum,Fenix,13.19,medium,0,0,0.07960199004975124
Aegis-Boreas,43,0.19045,1,Aegis,Boreas,19.05,medium,0,1,0.115
Dawn-Elysium,350,0.02562,0,Dawn,Elysium,2.56,very_low,0,0,0.07637231503579953
Caelum-Fenix,126,0.11045,0,Caelum,Fenix,11.04,medium,0,0,0.07960199004975124
Dawn-Elysium,214,0.09773,0,Dawn,Elysium,9.77,low,0,0,0.07637231503579953
Elysium-Fenix,318,0.13356,0,Elysium,Fenix,13.36,medium,0,0,0.06666666666666667
Caelum-Fenix,329,0.05401,0,Caelum,Fenix,5.4,low,0,0,0.07960199004975124
Caelum-Fenix,228,0.02501,0,Caelum,Fenix,2.5,very_low,0,0,0.07960199004975124
Aegis-Boreas,478,0.02927,0,Aegis,Boreas,2.93,very_low,0,0,0.115
Boreas-Fenix,55,0.03966,0,Boreas,Fenix,3.97,very_low,0,0,0.10353535353535354
Caelum-Fenix,414,0.17474,0,Caelum,Fenix,17.47,medium,0,0,0.07960199004975124
Boreas-Elysium,156,0.15778,0,Boreas,Elysium,15.78,medium,0,0,0.08933002481389578
Caelum-Fenix,251,0.13927,0,Caelum,Fenix,13.93,medium,0,0,0.07960199004975124
Dawn-Fenix,384,0.07356,0,Dawn,Fenix,7.36,low,0,0,0.07512953367875648
Boreas-Dawn,100,0.06969,0,Boreas,Dawn,6.97,low,0,0,0.0761904761904762
Boreas-Elysium,438,0.1947,0,Boreas,Elysium,19.47,medium,0,0,0.08933002481389578
Boreas-Elysium,386,0.01287,0,Boreas,Elysium,1.29,very_low,0,0,0.08933002481389578
Caelum-Fenix,213,0.02205,0,Caelum,Fenix,2.2,very_low,0,0,0.07960199004975124
Aegis-Elysium,6,0.26684,0,Aegis,Elysium,26.68,high,1,0,0.06801007556675064
Caelum-Elysium,147,0.09659,0,Caelum,Elysium,9.66,low,0,0,0.08208955223880597
Dawn-Elysium,278,0.2026,0,Dawn,Elysium,20.26,high,1,0,0.07637231503579953
Aegis-Elysium,266,0.05448,0,Aegis,Elysium,5.45,low,0,0,0.06801007556675064
Dawn-Elysium,312,0.01763,0,Dawn,Elysium,1.76,very_low,0,0,0.07637231503579953
Boreas-Fenix,115,0.09152,0,Boreas,Fenix,9.15,low,0,0,0.10353535353535354
Aegis-Elysium,224,0.08921,0,Aegis,Elysium,8.92,low,0,0,0.06801007556675064
Boreas-Fenix,420,0.03839,0,Boreas,Fenix,3.84,very_low,0,0,0.10353535353535354
Caelum-Fenix,480,0.06708,0,Caelum,Fenix,6.71,low,0,0,0.07960199004975124
Aegis-Dawn,451,0.08308,0,Aegis,Dawn,8.31,low,0,0,0.08607594936708861
Elysium-Fenix,76,0.0063,0,Elysium,Fenix,0.63,very_low,0,0,0.06666666666666667
Boreas-Elysium,362,0.01853,0,Boreas,Elysium,1.85,very_low,0,0,0.08933002481389578
Caelum-Fenix,299,0.0174,0,Caelum,Fenix,1.74,very_low,0,0,0.07960199004975124
Elysium-Fenix,51,0.096,0,Elysium,Fenix,9.6,low,0,0,0.06666666666666667
Dawn-Fenix,425,0.01891,0,Dawn,Fenix,1.89,very_low,0,0,0.07512953367875648
Boreas-Dawn,204,0.09233,0,Boreas,Dawn,9.23,low,0,0,0.0761904761904762
Aegis-Boreas,265,0.0834330688935281,0,Aegis,Boreas,8.34,low,0,0,0.115
Caelum-Dawn,499,0.23725,1,Caelum,Dawn,23.72,high,1,1,0.06666666666666667
Dawn-Elysium,130,0.27799,0,Dawn,Elysium,27.8,high,1,0,0.07637231503579953
Caelum-Fenix,165,0.27322,0,Caelum,Fenix,27.32,high,1,0,0.07960199004975124
Boreas-Fenix,482,0.06151,0,Boreas,Fenix,6.15,low,0,0,0.10353535353535354
Dawn-Elysium,38,0.00037,0,Dawn,Elysium,0.04,very_low,0,0,0.07637231503579953
Boreas-Dawn,459,0.13473,0,Boreas,Dawn,13.47,medium,0,0,0.0761904761904762
Aegis-Boreas,311,0.10465,0,Aegis,Boreas,10.46,medium,0,0,0.115
Caelum-Fenix,85,0.11892,0,Caelum,Fenix,11.89,medium,0,0,0.07960199004975124
Elysium-Fenix,252,0.07811,0,Elysium,Fenix,7.81,low,0,0,0.06666666666666667
Boreas-Elysium,494,0.0615,0,Boreas,Elysium,6.15,low,0,0,0.08933002481389578
Aegis-Dawn,329,0.06436,0,Aegis,Dawn,6.44,low,0,0,0.08607594936708861
Aegis-Elysium,313,0.0954,0,Aegis,Elysium,9.54,low,0,0,0.06801007556675064
Aegis-Boreas,84,0.05857,0,Aegis,Boreas,5.86,low,0,0,0.115
Boreas-Elysium,220,0.05264,0,Boreas,Elysium,5.26,low,0,0,0.08933002481389578
Boreas-Dawn,471,0.21411,0,Boreas,Dawn,21.41,high,1,0,0.0761904761904762
Aegis-Elysium,147,0.02309,0,Aegis,Elysium,2.31,very_low,0,0,0.06801007556675064
Aegis-Dawn,225,0.0834330688935281,0,Aegis,Dawn,8.34,low,0,0,0.08607594936708861
Boreas-Elysium,400,0.14919,0,Boreas,Elysium,14.92,medium,0,0,0.08933002481389578
Dawn-Fenix,105,0.06659,0,Dawn,Fenix,6.66,low,0,0,0.07512953367875648
Aegis-Boreas,309,0.00358,0,Aegis,Boreas,0.36,very_low,0,0,0.115
Aegis-Dawn,220,0.04679,0,Aegis,Dawn,4.68,very_low,0,0,0.08607594936708861
Aegis-Dawn,294,0.06629,0,Aegis,Dawn,6.63,low,0,0,0.08607594936708861
Dawn-Elysium,442,0.0834330688935281,0,Dawn,Elysium,8.34,low,0,0,0.07637231503579953
Caelum-Fenix,229,0.0514,0,Caelum,Fenix,5.14,low,0,0,0.07960199004975124
Aegis-Elysium,161,0.12336,0,Aegis,Elysium,12.34,medium,0,0,0.06801007556675064
Caelum-Dawn,385,0.15898,0,Caelum,Dawn,15.9,medium,0,0,0.06666666666666667
Elysium-Fenix,317,0.00082,0,Elysium,Fenix,0.08,very_low,0,0,0.06666666666666667
Aegis-Elysium,250,0.06618,0,Aegis,Elysium,6.62,low,0,0,0.06801007556675064
Boreas-Elysium,190,0.04384,0,Boreas,Elysium,4.38,very_low,0,0,0.08933002481389578
Boreas-Dawn,392,0.05754,0,Boreas,Dawn,5.75,low,0,0,0.0761904761904762
Aegis-Boreas,127,0.07847,0,Aegis,Boreas,7.85,low,0,0,0.115
Elysium-Fenix,219,0.06344,0,Elysium,Fenix,6.34,low,0,0,0.06666666666666667
Aegis-Dawn,64,0.07853,0,Aegis,Dawn,7.85,low,0,0,0.08607594936708861
Dawn-Elysium,264,0.07349,0,Dawn,Elysium,7.35,low,0,0,0.07637231503579953
Dawn-Fenix,464,0.05212,0,Dawn,Fenix,5.21,low,0,0,0.07512953367875648
Boreas-Fenix,255,0.09352,0,Boreas,Fenix,9.35,low,0,0,0.10353535353535354
Caelum-Dawn,478,0.23676,0,Caelum,Dawn,23.68,high,1,0,0.06666666666666667
Boreas-Dawn,199,0.05242,1,Boreas,Dawn,5.24,low,0,1,0.0761904761904762
Caelum-Dawn,227,0.08531,0,Caelum,Dawn,8.53,low,0,0,0.06666666666666667
Dawn-Fenix,468,0.10011,0,Dawn,Fenix,10.01,medium,0,0,0.07512953367875648
Dawn-Fenix,286,0.02302,0,Dawn,Fenix,2.3,very_low,0,0,0.07512953367875648
Boreas-Fenix,19,0.0527,0,Boreas,Fenix,5.27,low,0,0,0.10353535353535354
Elysium-Fenix,271,0.15217,0,Elysium,Fenix,15.22,medium,0,0,0.06666666666666667
Aegis-Elysium,292,0.27274,0,Aegis,Elysium,27.27,high,1,0,0.06801007556675064
Caelum-Dawn,79,0.05989,0,Caelum,Dawn,5.99,low,0,0,0.06666666666666667
Caelum-Elysium,275,0.09914,0,Caelum,Elysium,9.91,low,0,0,0.08208955223880597
Elysium-Fenix,208,0.0834330688935281,0,Elysium,Fenix,8.34,low,0,0,0.06666666666666667
Dawn-Elysium,372,0.28016,0,Dawn,Elysium,28.02,high,1,0,0.07637231503579953
Elysium-Fenix,272,0.02469,0,Elysium,Fenix,2.47,very_low,0,0,0.06666666666666667
Boreas-Fenix,257,0.09474,0,Boreas,Fenix,9.47,low,0,0,0.10353535353535354
Aegis-Elysium,128,0.17433,0,Aegis,Elysium,17.43,medium,0,0,0.06801007556675064
Elysium-Fenix,273,0.03744,0,Elysium,Fenix,3.74,very_low,0,0,0.06666666666666667
Dawn-Fenix,172,0.12597,0,Dawn,Fenix,12.6,medium,0,0,0.07512953367875648
Aegis-Boreas,409,0.11104,0,Aegis,Boreas,11.1,medium,0,0,0.115
Boreas-Dawn,279,0.0555,0,Boreas,Dawn,5.55,low,0,0,0.0761904761904762
Aegis-Elysium,341,0.08131,0,Aegis,Elysium,8.13,low,0,0,0.06801007556675064
Aegis-Dawn,244,0.06904,0,Aegis,Dawn,6.9,low,0,0,0.08607594936708861
Boreas-Elysium,12,0.09102,0,Boreas,Elysium,9.1,low,0,0,0.08933002481389578
Boreas-Elysium,456,0.00423,0,Boreas,Elysium,0.42,very_low,0,0,0.08933002481389578
Dawn-Elysium,294,0.06268,0,Dawn,Elysium,6.27,low,0,0,0.07637231503579953
Elysium-Fenix,234,0.02765,0,Elysium,Fenix,2.76,very_low,0,0,0.06666666666666667
Caelum-Dawn,333,0.12244,0,Caelum,Dawn,12.24,medium,0,0,0.06666666666666667
Aegis-Boreas,253,0.05207,0,Aegis,Boreas,5.21,low,0,0,0.115
Caelum-Dawn,257,0.0213,0,Caelum,Dawn,2.13,very_low,0,0,0.06666666666666667
Boreas-Dawn,202,0.0834330688935281,1,Boreas,Dawn,8.34,low,0,1,0.0761904761904762
Dawn-Elysium,288,0.068,0,Dawn,Elysium,6.8,low,0,0,0.07637231503579953
Elysium-Fenix,178,0.04679,0,Elysium,Fenix,4.68,very_low,0,0,0.06666666666666667
Dawn-Elysium,231,0.03109,0,Dawn,Elysium,3.11,very_low,0,0,0.07637231503579953
Caelum-Elysium,136,0.03585,0,Caelum,Elysium,3.58,very_low,0,0,0.08208955223880597
Elysium-Fenix,56,0.05832,0,Elysium,Fenix,5.83,low,0,0,0.06666666666666667
Caelum-Fenix,106,0.03911,0,Caelum,Fenix,3.91,very_low,0,0,0.07960199004975124
Dawn-Fenix,113,0.03869,1,Dawn,Fenix,3.87,very_low,0,1,0.07512953367875648
Boreas-Elysium,2,0.01735,0,Boreas,Elysium,1.74,very_low,0,0,0.08933002481389578
Caelum-Elysium,162,0.1047,0,Caelum,Elysium,10.47,medium,0,0,0.08208955223880597
Boreas-Elysium,484,0.0164,0,Boreas,Elysium,1.64,very_low,0,0,0.08933002481389578
Aegis-Elysium,106,0.08075,0,Aegis,Elysium,8.08,low,0,0,0.06801007556675064
Dawn-Elysium,438,0.23715,0,Dawn,Elysium,23.72,high,1,0,0.07637231503579953
Dawn-Elysium,483,0.05529,1,Dawn,Elysium,5.53,low,0,1,0.07637231503579953
Dawn-Elysium,345,0.03595,0,Dawn,Elysium,3.6,very_low,0,0,0.07637231503579953
Caelum-Fenix,449,0.11005,0,Caelum,Fenix,11.0,medium,0,0,0.07960199004975124
Boreas-Fenix,437,0.00306,0,Boreas,Fenix,0.31,very_low,0,0,0.10353535353535354
Caelum-Dawn,415,0.16642,0,Caelum,Dawn,16.64,medium,0,0,0.06666666666666667
Aegis-Dawn,275,0.06605,1,Aegis,Dawn,6.6,low,0,1,0.08607594936708861
Aegis-Boreas,142,0.00999,0,Aegis,Boreas,1.0,very_low,0,0,0.115
Caelum-Dawn,371,0.07774,0,Caelum,Dawn,7.77,low,0,0,0.06666666666666667
Boreas-Dawn,493,0.05232,0,Boreas,Dawn,5.23,low,0,0,0.0761904761904762
Dawn-Elysium,173,0.01396,1,Dawn,Elysium,1.4,very_low,0,1,0.07637231503579953
Aegis-Boreas,472,0.12079,0,Aegis,Boreas,12.08,medium,0,0,0.115
Dawn-Fenix,71,0.09185,0,Dawn,Fenix,9.18,low,0,0,0.07512953367875648
Aegis-Elysium,309,0.10849,0,Aegis,Elysium,10.85,medium,0,0,0.06801007556675064
Dawn-Elysium,330,0.31696,0,Dawn,Elysium,31.7,high,1,0,0.07637231503579953
Elysium-Fenix,459,0.02706,0,Elysium,Fenix,2.71,very_low,0,0,0.06666666666666667
Dawn-Fenix,393,0.07764,0,Dawn,Fenix,7.76,low,0,0,0.07512953367875648
Caelum-Elysium,442,0.00639,0,Caelum,Elysium,0.64,very_low,0,0,0.08208955223880597
Aegis-Dawn,346,0.02846,0,Aegis,Dawn,2.85,very_low,0,0,0.08607594936708861
Caelum-Fenix,303,0.06083,0,Caelum,Fenix,6.08,low,0,0,0.07960199004975124
Boreas-Dawn,114,0.11076,0,Boreas,Dawn,11.08,medium,0,0,0.0761904761904762
Dawn-Fenix,32,0.16919,1,Dawn,Fenix,16.92,medium,0,1,0.07512953367875648
Aegis-Dawn,56,0.0466,0,Aegis,Dawn,4.66,very_low,0,0,0.08607594936708861
Caelum-Dawn,339,0.0834330688935281,0,Caelum,Dawn,8.34,low,0,0,0.06666666666666667
Boreas-Dawn,237,0.02668,0,Boreas,Dawn,2.67,very_low,0,0,0.0761904761904762
Boreas-Dawn,468,0.10262,0,Boreas,Dawn,10.26,medium,0,0,0.0761904761904762
Dawn-Elysium,20,0.05639,0,Dawn,Elysium,5.64,low,0,0,0.07637231503579953
Boreas-Fenix,275,0.00125,0,Boreas,Fenix,0.12,very_low,0,0,0.10353535353535354
Dawn-Fenix,216,0.08499,0,Dawn,Fenix,8.5,low,0,0,0.07512953367875648
Caelum-Fenix,190,0.02021,0,Caelum,Fenix,2.02,very_low,0,0,0.07960199004975124
Dawn-Elysium,149,0.16319,0,Dawn,Elysium,16.32,medium,0,0,0.07637231503579953
Boreas-Dawn,45,0.05379,0,Boreas,Dawn,5.38,low,0,0,0.0761904761904762
Boreas-Elysium,321,0.0834330688935281,0,Boreas,Elysium,8.34,low,0,0,0.08933002481389578
Dawn-Elysium,197,0.11804,0,Dawn,Elysium,11.8,medium,0,0,0.07637231503579953
Aegis-Elysium,175,0.01073,0,Aegis,Elysium,1.07,very_low,0,0,0.06801007556675064
Aegis-Dawn,368,0.02479,0,Aegis,Dawn,2.48,very_low,0,0,0.08607594936708861
Aegis-Elysium,283,0.03632,0,Aegis,Elysium,3.63,very_low,0,0,0.06801007556675064
Boreas-Elysium,465,0.09226,0,Boreas,Elysium,9.23,low,0,0,0.08933002481389578
Dawn-Elysium,93,0.09734,0,Dawn,Elysium,9.73,low,0,0,0.07637231503579953
Aegis-Boreas,316,0.0834330688935281,1,Aegis,Boreas,8.34,low,0,1,0.115
Dawn-Fenix,443,0.00773,0,Dawn,Fenix,0.77,very_low,0,0,0.07512953367875648
Aegis-Boreas,483,0.0068,0,Aegis,Boreas,0.68,very_low,0,0,0.115
Dawn-Fenix,139,0.02117,0,Dawn,Fenix,2.12,very_low,0,0,0.07512953367875648
Dawn-Elysium,71,0.01252,0,Dawn,Elysium,1.25,very_low,0,0,0.07637231503579953
Elysium-Fenix,485,0.1055,0,Elysium,Fenix,10.55,medium,0,0,0.06666666666666667
Boreas-Dawn,2,0.03428,0,Boreas,Dawn,3.43,very_low,0,0,0.0761904761904762
Dawn-Elysium,433,0.1074,0,Dawn,Elysium,10.74,medium,0,0,0.07637231503579953
Aegis-Dawn,252,0.00605,0,Aegis,Dawn,0.6,very_low,0,0,0.08607594936708861
Elysium-Fenix,437,0.09874,0,Elysium,Fenix,9.87,low,0,0,0.06666666666666667
Aegis-Dawn,208,0.12364,0,Aegis,Dawn,12.36,medium,0,0,0.08607594936708861
Aegis-Dawn,37,0.03694,0,Aegis,Dawn,3.69,very_low,0,0,0.08607594936708861
Caelum-Fenix,161,0.02178,0,Caelum,Fenix,2.18,very_low,0,0,0.07960199004975124
Aegis-Dawn,481,0.03128,0,Aegis,Dawn,3.13,very_low,0,0,0.08607594936708861
Caelum-Fenix,81,0.0138,1,Caelum,Fenix,1.38,very_low,0,1,0.07960199004975124
Aegis-Boreas,133,0.0062,0,Aegis,Boreas,0.62,very_low,0,0,0.115
Aegis-Boreas,419,0.08748,0,Aegis,Boreas,8.75,low,0,0,0.115
Caelum-Elysium,256,0.03172,0,Caelum,Elysium,3.17,very_low,0,0,0.08208955223880597
Caelum-Elysium,11,0.02831,0,Caelum,Elysium,2.83,very_low,0,0,0.08208955223880597
Dawn-Elysium,308,0.05813,0,Dawn,Elysium,5.81,low,0,0,0.07637231503579953
Boreas-Fenix,484,0.0815,0,Boreas,Fenix,8.15,low,0,0,0.10353535353535354
Caelum-Fenix,115,0.0293,0,Caelum,Fenix,2.93,very_low,0,0,0.07960199004975124
Dawn-Fenix,496,0.17925,0,Dawn,Fenix,17.92,medium,0,0,0.07512953367875648
Dawn-Fenix,168,0.08578,0,Dawn,Fenix,8.58,low,0,0,0.07512953367875648
Aegis-Dawn,53,0.0868,0,Aegis,Dawn,8.68,low,0,0,0.08607594936708861
Dawn-Elysium,497,0.06228,0,Dawn,Elysium,6.23,low,0,0,0.07637231503579953
Aegis-Dawn,435,0.13541,0,Aegis,Dawn,13.54,medium,0,0,0.08607594936708861
Dawn-Elysium,127,0.04735,0,Dawn,Elysium,4.74,very_low,0,0,0.07637231503579953
Dawn-Elysium,55,0.13892,0,Dawn,Elysium,13.89,medium,0,0,0.07637231503579953
Caelum-Elysium,347,0.05107,0,Caelum,Elysium,5.11,low,0,0,0.08208955223880597
Aegis-Dawn,91,0.31687,0,Aegis,Dawn,31.69,high,1,0,0.08607594936708861
Dawn-Elysium,486,0.01455,0,Dawn,Elysium,1.46,very_low,0,0,0.07637231503579953
Elysium-Fenix,140,0.02205,0,Elysium,Fenix,2.2,very_low,0,0,0.06666666666666667
Elysium-Fenix,129,0.33672,0,Elysium,Fenix,33.67,high,1,0,0.06666666666666667
Caelum-Fenix,399,0.03061,0,Caelum,Fenix,3.06,very_low,0,0,0.07960199004975124
Caelum-Dawn,360,0.17473,0,Caelum,Dawn,17.47,medium,0,0,0.06666666666666667
Aegis-Elysium,497,0.11126,0,Aegis,Elysium,11.13,medium,0,0,0.06801007556675064
Dawn-Fenix,103,0.19875,0,Dawn,Fenix,19.88,medium,0,0,0.07512953367875648
Boreas-Elysium,197,0.02017,0,Boreas,Elysium,2.02,very_low,0,0,0.08933002481389578
Elysium-Fenix,72,0.12138,0,Elysium,Fenix,12.14,medium,0,0,0.06666666666666667
Aegis-Dawn,461,0.0967,0,Aegis,Dawn,9.67,low,0,0,0.08607594936708861
Boreas-Fenix,111,0.01285,0,Boreas,Fenix,1.28,very_low,0,0,0.10353535353535354
Aegis-Boreas,100,0.28719,0,Aegis,Boreas,28.72,high,1,0,0.115
Aegis-Dawn,96,0.0497,0,Aegis,Dawn,4.97,very_low,0,0,0.08607594936708861
Boreas-Dawn,21,0.0263,0,Boreas,Dawn,2.63,very_low,0,0,0.0761904761904762
Boreas-Fenix,24,0.1139,0,Boreas,Fenix,11.39,medium,0,0,0.10353535353535354
Caelum-Elysium,19,0.01646,0,Caelum,Elysium,1.65,very_low,0,0,0.08208955223880597
Aegis-Elysium,475,0.0171,0,Aegis,Elysium,1.71,very_low,0,0,0.06801007556675064
Dawn-Elysium,209,0.0826,0,Dawn,Elysium,8.26,low,0,0,0.07637231503579953
Dawn-Fenix,90,0.0834330688935281,0,Dawn,Fenix,8.34,low,0,0,0.07512953367875648
Aegis-Elysium,86,0.00392,0,Aegis,Elysium,0.39,very_low,0,0,0.06801007556675064
Dawn-Fenix,263,0.09447,0,Dawn,Fenix,9.45,low,0,0,0.07512953367875648
Boreas-Elysium,38,0.13429,1,Boreas,Elysium,13.43,medium,0,1,0.08933002481389578
Aegis-Dawn,293,0.0618,0,Aegis,Dawn,6.18,low,0,0,0.08607594936708861
Boreas-Elysium,453,0.05059,0,Boreas,Elysium,5.06,low,0,0,0.08933002481389578
Dawn-Fenix,340,0.00217,0,Dawn,Fenix,0.22,very_low,0,0,0.07512953367875648
Boreas-Fenix,480,0.00256,0,Boreas,Fenix,0.26,very_low,0,0,0.10353535353535354
Boreas-Fenix,142,0.16017,0,Boreas,Fenix,16.02,medium,0,0,0.10353535353535354
Elysium-Fenix,84,0.20739,0,Elysium,Fenix,20.74,high,1,0,0.06666666666666667
Caelum-Fenix,72,0.17435,0,Caelum,Fenix,17.44,medium,0,0,0.07960199004975124
Caelum-Fenix,451,0.07706,0,Caelum,Fenix,7.71,low,0,0,0.07960199004975124
Dawn-Fenix,199,0.02159,0,Dawn,Fenix,2.16,very_low,0,0,0.07512953367875648
Caelum-Fenix,351,0.08588,0,Caelum,Fenix,8.59,low,0,0,0.07960199004975124
Caelum-Dawn,376,0.26239,1,Caelum,Dawn,26.24,high,1,1,0.06666666666666667
Aegis-Dawn,7,0.05714,0,Aegis,Dawn,5.71,low,0,0,0.08607594936708861
Caelum-Elysium,122,0.02756,0,Caelum,Elysium,2.76,very_low,0,0,0.08208955223880597
Dawn-Elysium,216,0.07561,0,Dawn,Elysium,7.56,low,0,0,0.07637231503579953
Aegis-Boreas,246,0.05849,0,Aegis,Boreas,5.85,low,0,0,0.115
Dawn-Fenix,153,0.24569,1,Dawn,Fenix,24.57,high,1,1,0.07512953367875648
Aegis-Dawn,352,0.16994,1,Aegis,Dawn,16.99,medium,0,1,0.08607594936708861
Aegis-Dawn,65,0.08867,0,Aegis,Dawn,8.87,low,0,0,0.08607594936708861
Aegis-Elysium,295,0.08009,0,Aegis,Elysium,8.01,low,0,0,0.06801007556675064
