link_id,tick,load_units,load_ratio,status,observed_latency_ms,planet_a,planet_b,near_capacity,load_bucket,load_ratio_sq,load_units_x_ratio,hist_mean_load_ratio,hist_std_load_ratio,hist_mean_load_units
Dawn-Fenix,349,41.9,0.2671,ok,91592.565,Dawn,Fenix,0,low,0.07134241000000001,11.19149,0.3041873417721519,0.1724694243240588,47.598683544303796
Aegis-Dawn,177,27.9,0.2843,ok,156707.573,Aegis,Dawn,0,low,0.08082649,7.93197,0.3143477922077922,0.16558189329464748,31.258909090909093
Dawn-Elysium,298,18.7,0.2717,ok,130588.835,Dawn,Elysium,0,low,0.07382089,5.0807899999999995,0.29596,0.16907179960732635,20.87232
Aegis-Dawn,237,42.3,0.4318,ok,232216.967,Aegis,Dawn,0,medium,0.18645124000000002,18.26514,0.3143477922077922,0.16558189329464748,31.258909090909093
Elysium-Fenix,323,23.1,0.1518,ok,175274.594,Elysium,Fenix,0,very_low,0.023043239999999996,3.50658,0.2866814016172507,0.16585315339481224,43.56679245283019
Dawn-Fenix,405,16.1,0.1026,ok,74197.055,Dawn,Fenix,0,very_low,0.01052676,1.65186,0.3041873417721519,0.1724694243240588,47.598683544303796
Caelum-Dawn,456,19.2,0.2092,ok,128991.725,Caelum,Dawn,0,low,0.04376464,4.01664,0.30429655172413794,0.17370736738192366,28.526896551724136
Dawn-Fenix,321,47.1,0.3002,ok,97403.117,Dawn,Fenix,0,low,0.09012004000000001,14.139420000000001,0.3041873417721519,0.1724694243240588,47.598683544303796
Boreas-Elysium,331,71.1,0.347,ok,149589.753,Boreas,Elysium,0,low,0.12040899999999999,24.671699999999998,0.2900737913486005,0.165054059944648,59.068346055979646
Boreas-Fenix,441,22.2,0.1311,ok,142124.729,Boreas,Fenix,0,very_low,0.017187209999999998,2.91042,0.3080685421994885,0.17007740427160456,51.75457800511509
Aegis-Elysium,493,13.1,0.0647,ok,155653.085,Aegis,Elysium,0,very_low,0.004186089999999999,0.8475699999999999,0.3029021390374331,0.16678734255381286,60.362834224598934
Aegis-Elysium,275,73.2,0.3623,ok,249930.889,Aegis,Elysium,0,low,0.13126129,26.52036,0.3029021390374331,0.16678734255381286,60.362834224598934
Caelum-Elysium,46,34.2,0.4126,ok,237164.461,Caelum,Elysium,0,medium,0.17023876000000002,14.110920000000002,0.29901641025641024,0.16467290094562215,25.344512820512822
Elysium-Fenix,120,54.9,0.3615,ok,261258.781,Elysium,Fenix,0,low,0.13068225,19.846349999999997,0.2866814016172507,0.16585315339481224,43.56679245283019
Boreas-Dawn,320,35.9,0.1776,ok,78302.784,Boreas,Dawn,0,very_low,0.03154176,6.37584,0.2929547120418848,0.16733925578385606,58.52005235602094
Aegis-Boreas,322,58.9,0.2831,ok,81173.425,Aegis,Boreas,0,low,0.08014561,16.674590000000002,0.2911771978021978,0.16781519450328578,59.97527472527472
Caelum-Dawn,458,17.0,0.1847,ok,124303.973,Caelum,Dawn,0,very_low,0.03411409,3.1399,0.30429655172413794,0.17370736738192366,28.526896551724136
Boreas-Fenix,143,46.7,0.2762,ok,173671.138,Boreas,Fenix,0,low,0.07628644,12.89854,0.3080685421994885,0.17007740427160456,51.75457800511509
Caelum-Dawn,199,5.5,0.0594,ok,112968.462,Caelum,Dawn,0,very_low,0.0035283600000000004,0.3267,0.30429655172413794,0.17370736738192366,28.526896551724136
Aegis-Elysium,496,141.6,0.701,ok,911683.085,Aegis,Elysium,0,high,0.4914009999999999,99.26159999999999,0.3029021390374331,0.16678734255381286,60.362834224598934
Boreas-Fenix,484,19.9,0.1175,ok,139887.211,Boreas,Fenix,0,very_low,0.013806249999999999,2.3382499999999995,0.3080685421994885,0.17007740427160456,51.75457800511509
Dawn-Elysium,294,27.3,0.3959,ok,179281.335,Dawn,Elysium,0,low,0.15673680999999998,10.808069999999999,0.29596,0.16907179960732635,20.87232
Dawn-Fenix,363,114.8,0.731,ok,493926.494,Dawn,Fenix,0,high,0.534361,83.91879999999999,0.3041873417721519,0.1724694243240588,47.598683544303796
Boreas-Fenix,207,48.5,0.2871,ok,180973.422,Boreas,Fenix,0,low,0.08242641000000002,13.92435,0.3080685421994885,0.17007740427160456,51.75457800511509
Aegis-Boreas,118,34.9,0.1678,ok,64267.872,Aegis,Boreas,0,very_low,0.028156840000000002,5.8562199999999995,0.2911771978021978,0.16781519450328578,59.97527472527472
Aegis-Elysium,4,68.2,0.3374,ok,232725.557,Aegis,Elysium,0,low,0.11383875999999998,23.01068,0.3029021390374331,0.16678734255381286,60.362834224598934
Caelum-Elysium,457,17.5,0.2111,ok,147406.555,Caelum,Elysium,0,low,0.044563210000000006,3.6942500000000003,0.29901641025641024,0.16467290094562215,25.344512820512822
Caelum-Dawn,76,10.3,0.1121,ok,116445.953,Caelum,Dawn,0,very_low,0.012566410000000002,1.15463,0.30429655172413794,0.17370736738192366,28.526896551724136
Aegis-Elysium,169,72.4,0.3583,ok,242642.884,Aegis,Elysium,0,low,0.12837889,25.940920000000002,0.3029021390374331,0.16678734255381286,60.362834224598934
Elysium-Fenix,278,20.9,0.1375,ok,172241.081,Elysium,Fenix,0,very_low,0.018906250000000003,2.8737500000000002,0.2866814016172507,0.16585315339481224,43.56679245283019
Elysium-Fenix,499,21.4,0.1407,ok,176983.321,Elysium,Fenix,0,very_low,0.019796489999999996,3.0109799999999995,0.2866814016172507,0.16585315339481224,43.56679245283019
Boreas-Elysium,428,54.8,0.2672,ok,122856.455,Boreas,Elysium,0,low,0.07139584,14.64256,0.2900737913486005,0.165054059944648,59.068346055979646
Aegis-Dawn,213,24.1,0.2464,ok,148018.752,Aegis,Dawn,0,low,0.06071296,5.93824,0.3143477922077922,0.16558189329464748,31.258909090909093
Boreas-Elysium,383,53.3,0.2601,ok,125872.653,Boreas,Elysium,0,low,0.06765201,13.86333,0.2900737913486005,0.165054059944648,59.068346055979646
Caelum-Fenix,479,28.9,0.2276,ok,132880.314,Caelum,Fenix,0,low,0.051801759999999995,6.57764,0.2979977329974811,0.16907325550533112,38.04100755667506
Dawn-Fenix,425,43.2,0.2754,ok,91921.045,Dawn,Fenix,0,low,0.07584516,11.89728,0.3041873417721519,0.1724694243240588,47.598683544303796
Boreas-Dawn,471,118.4,0.5859,ok,237967.774,Boreas,Dawn,0,medium,0.34327881,69.37056,0.2929547120418848,0.16733925578385606,58.52005235602094
Dawn-Elysium,118,23.8,0.3445,ok,158948.817,Dawn,Elysium,0,low,0.11868024999999999,8.1991,0.29596,0.16907179960732635,20.87232
Caelum-Elysium,66,24.6,0.2963,ok,174532.104,Caelum,Elysium,0,low,0.08779369000000001,7.2889800000000005,0.29901641025641024,0.16467290094562215,25.344512820512822
Dawn-Fenix,491,81.2,0.5173,ok,187131.989,Dawn,Fenix,0,medium,0.26759929,42.00476,0.3041873417721519,0.1724694243240588,47.598683544303796
Boreas-Dawn,209,130.4,0.6456,ok,310784.887,Boreas,Dawn,0,high,0.41679935999999995,84.18624,0.2929547120418848,0.16733925578385606,58.52005235602094
Boreas-Fenix,387,89.2,0.5278,ok,369945.127,Boreas,Fenix,0,medium,0.27857284000000004,47.07976000000001,0.3080685421994885,0.17007740427160456,51.75457800511509
Boreas-Elysium,77,33.3,0.1624,ok,103838.194,Boreas,Elysium,0,very_low,0.026373759999999996,5.407919999999999,0.2900737913486005,0.165054059944648,59.068346055979646
Dawn-Elysium,335,20.3,0.2948,ok,138368.076,Dawn,Elysium,0,low,0.08690704,5.98444,0.29596,0.16907179960732635,20.87232
Caelum-Fenix,194,24.8,0.1954,ok,127310.357,Caelum,Fenix,0,very_low,0.03818116,4.84592,0.2979977329974811,0.16907325550533112,38.04100755667506
Boreas-Elysium,179,74.6,0.3637,ok,156943.989,Boreas,Elysium,0,low,0.13227769,27.13202,0.2900737913486005,0.165054059944648,59.068346055979646
Boreas-Dawn,448,85.6,0.424,ok,133361.069,Boreas,Dawn,0,medium,0.179776,36.294399999999996,0.2929547120418848,0.16733925578385606,58.52005235602094
Dawn-Fenix,50,36.0,0.229,ok,84802.675,Dawn,Fenix,0,low,0.052441,8.244,0.3041873417721519,0.1724694243240588,47.598683544303796
Aegis-Boreas,336,17.6,0.0845,ok,61632.158,Aegis,Boreas,0,very_low,0.007140250000000001,1.4872000000000003,0.2911771978021978,0.16781519450328578,59.97527472527472
Aegis-Dawn,129,42.7,0.436,ok,238322.988,Aegis,Dawn,0,medium,0.190096,18.6172,0.3143477922077922,0.16558189329464748,31.258909090909093
Elysium-Fenix,419,52.3,0.3441,ok,251512.967,Elysium,Fenix,0,low,0.11840481000000001,17.99643,0.2866814016172507,0.16585315339481224,43.56679245283019
Boreas-Dawn,273,19.3,0.0957,ok,71480.132,Boreas,Dawn,0,very_low,0.009158489999999998,1.84701,0.2929547120418848,0.16733925578385606,58.52005235602094
Caelum-Fenix,229,49.5,0.3897,ok,191576.437,Caelum,Fenix,0,low,0.15186608999999998,19.29015,0.2979977329974811,0.16907325550533112,38.04100755667506
Dawn-Fenix,79,58.7,0.3736,ok,119450.501,Dawn,Fenix,0,low,0.13957696,21.930320000000002,0.3041873417721519,0.1724694243240588,47.598683544303796
Dawn-Fenix,59,24.9,0.1588,ok,76466.149,Dawn,Fenix,0,very_low,0.02521744,3.9541199999999996,0.3041873417721519,0.1724694243240588,47.598683544303796
Dawn-Fenix,184,14.9,0.095,ok,71535.049,Dawn,Fenix,0,very_low,0.009025,1.4155,0.3041873417721519,0.1724694243240588,47.598683544303796
Boreas-Fenix,493,51.9,0.3073,ok,189746.34,Boreas,Fenix,0,low,0.09443329000000002,15.948870000000001,0.3080685421994885,0.17007740427160456,51.75457800511509
Dawn-Elysium,246,28.4,0.4117,ok,188095.414,Dawn,Elysium,0,medium,0.16949689,11.69228,0.29596,0.16907179960732635,20.87232
Caelum-Elysium,49,40.5,0.4876,ok,305545.909,Caelum,Elysium,0,medium,0.23775375999999998,19.747799999999998,0.29901641025641024,0.16467290094562215,25.344512820512822
Aegis-Elysium,351,56.2,0.2781,ok,199114.114,Aegis,Elysium,0,low,0.07733961,15.629220000000002,0.3029021390374331,0.16678734255381286,60.362834224598934
Boreas-Elysium,220,148.6,0.7248,ok,655662.834,Boreas,Elysium,0,high,0.52533504,107.70528,0.2900737913486005,0.165054059944648,59.068346055979646
Caelum-Elysium,388,47.42,0.3528,ok,197661.588,Caelum,Elysium,0,low,0.12446784,16.729776,0.29901641025641024,0.16467290094562215,25.344512820512822
Caelum-Fenix,9,23.1,0.182,ok,125904.124,Caelum,Fenix,0,very_low,0.033124,4.2042,0.2979977329974811,0.16907325550533112,38.04100755667506
Caelum-Elysium,132,22.0,0.2653,ok,162513.867,Caelum,Elysium,0,low,0.07038409,5.8366,0.29901641025641024,0.16467290094562215,25.344512820512822
Boreas-Fenix,404,14.9,0.0881,ok,143472.931,Boreas,Fenix,0,very_low,0.0077616099999999995,1.31269,0.3080685421994885,0.17007740427160456,51.75457800511509
Boreas-Fenix,72,109.0,0.645,ok,608002.027,Boreas,Fenix,0,high,0.41602500000000003,70.305,0.3080685421994885,0.17007740427160456,51.75457800511509
Aegis-Boreas,359,54.6,0.2623,ok,75934.933,Aegis,Boreas,0,low,0.06880128999999999,14.321579999999999,0.2911771978021978,0.16781519450328578,59.97527472527472
Boreas-Elysium,319,27.7,0.1351,ok,103252.387,Boreas,Elysium,0,very_low,0.01825201,3.74227,0.2900737913486005,0.165054059944648,59.068346055979646
Boreas-Fenix,34,20.0,0.1181,ok,141864.591,Boreas,Fenix,0,very_low,0.01394761,2.362,0.3080685421994885,0.17007740427160456,51.75457800511509
Caelum-Elysium,205,10.3,0.1237,ok,130925.662,Caelum,Elysium,0,very_low,0.015301690000000001,1.27411,0.29901641025641024,0.16467290094562215,25.344512820512822
Aegis-Dawn,322,68.1,0.6951,ok,674689.682,Aegis,Dawn,0,high,0.4831640100000001,47.33631,0.3143477922077922,0.16558189329464748,31.258909090909093
Boreas-Dawn,201,73.1,0.362,ok,111222.271,Boreas,Dawn,0,low,0.131044,26.462199999999996,0.2929547120418848,0.16733925578385606,58.52005235602094
Dawn-Elysium,257,31.2,0.4526,ok,215398.765,Dawn,Elysium,0,medium,0.20484676,14.12112,0.29596,0.16907179960732635,20.87232
Boreas-Fenix,148,40.4,0.239,ok,166368.029,Boreas,Fenix,0,low,0.057121,9.6556,0.3080685421994885,0.17007740427160456,51.75457800511509
Caelum-Elysium,268,22.0,0.265,ok,164782.087,Caelum,Elysium,0,low,0.07022500000000001,5.83,0.29901641025641024,0.16467290094562215,25.344512820512822
Aegis-Boreas,330,42.3,0.2036,ok,71192.183,Aegis,Boreas,0,low,0.041452960000000004,8.61228,0.2911771978021978,0.16781519450328578,59.97527472527472
Aegis-Dawn,410,13.5,0.1377,ok,128991.677,Aegis,Dawn,0,very_low,0.01896129,1.8589499999999999,0.3143477922077922,0.16558189329464748,31.258909090909093
Dawn-Fenix,229,15.4,0.0984,ok,69648.253,Dawn,Fenix,0,very_low,0.00968256,1.51536,0.3041873417721519,0.1724694243240588,47.598683544303796
Aegis-Boreas,176,77.2,0.3713,ok,100494.707,Aegis,Boreas,0,low,0.13786369,28.664360000000002,0.2911771978021978,0.16781519450328578,59.97527472527472
Boreas-Elysium,249,49.4,0.241,ok,119575.94,Boreas,Elysium,0,low,0.058080999999999994,11.905399999999998,0.2900737913486005,0.165054059944648,59.068346055979646
Boreas-Elysium,221,81.5,0.3975,ok,171912.963,Boreas,Elysium,0,low,0.15800625000000001,32.39625,0.2900737913486005,0.165054059944648,59.068346055979646
Caelum-Elysium,170,16.6,0.2,ok,145499.96,Caelum,Elysium,0,very_low,0.04000000000000001,3.3200000000000003,0.29901641025641024,0.16467290094562215,25.344512820512822
Boreas-Elysium,55,68.5,0.3342,ok,146211.733,Boreas,Elysium,0,low,0.11168963999999999,22.8927,0.2900737913486005,0.165054059944648,59.068346055979646
Boreas-Fenix,70,29.8,0.1762,ok,149789.473,Boreas,Fenix,0,very_low,0.031046439999999998,5.25076,0.3080685421994885,0.17007740427160456,51.75457800511509
Boreas-Dawn,105,22.3,0.1104,ok,24229.289,Boreas,Dawn,0,very_low,0.01218816,2.46192,0.2929547120418848,0.16733925578385606,58.52005235602094
Elysium-Fenix,226,86.0,0.566,ok,528400.641,Elysium,Fenix,0,medium,0.3203559999999999,48.675999999999995,0.2866814016172507,0.16585315339481224,43.56679245283019
Dawn-Fenix,449,7.0,0.0447,ok,71457.81,Dawn,Fenix,0,very_low,0.0019980899999999997,0.31289999999999996,0.3041873417721519,0.1724694243240588,47.598683544303796
Aegis-Boreas,77,41.5,0.1993,ok,68640.147,Aegis,Boreas,0,very_low,0.039720490000000004,8.270950000000001,0.2911771978021978,0.16781519450328578,59.97527472527472
Aegis-Boreas,436,51.9,0.2494,ok,75740.837,Aegis,Boreas,0,low,0.06220036,12.94386,0.2911771978021978,0.16781519450328578,59.97527472527472
Dawn-Elysium,69,9.5,0.1374,ok,108618.952,Dawn,Elysium,0,very_low,0.018878759999999998,1.3053,0.29596,0.16907179960732635,20.87232
Dawn-Elysium,110,6.4,0.0921,ok,101086.971,Dawn,Elysium,0,very_low,0.008482410000000001,0.5894400000000001,0.29596,0.16907179960732635,20.87232
Dawn-Elysium,228,32.1,0.4656,ok,228664.167,Dawn,Elysium,0,medium,0.21678336,14.945760000000002,0.29596,0.16907179960732635,20.87232
Aegis-Boreas,97,53.96,0.4556,ok,126523.911,Aegis,Boreas,0,medium,0.20757136,24.584176,0.2911771978021978,0.16781519450328578,59.97527472527472
Boreas-Dawn,467,76.7,0.3799,ok,116310.023,Boreas,Dawn,0,low,0.14432401,29.138330000000003,0.2929547120418848,0.16733925578385606,58.52005235602094
Dawn-Fenix,477,46.68,0.3185,ok,101620.167,Dawn,Fenix,0,low,0.10144225,14.86758,0.3041873417721519,0.1724694243240588,47.598683544303796
Boreas-Dawn,197,53.4,0.2644,ok,88680.389,Boreas,Dawn,0,low,0.06990736000000002,14.118960000000001,0.2929547120418848,0.16733925578385606,58.52005235602094
Caelum-Fenix,462,53.4,0.4204,ok,215987.321,Caelum,Fenix,0,medium,0.17673616,22.44936,0.2979977329974811,0.16907325550533112,38.04100755667506
Dawn-Elysium,239,4.0,0.0575,ok,101633.902,Dawn,Elysium,0,very_low,0.00330625,0.23,0.29596,0.16907179960732635,20.87232
Caelum-Dawn,58,28.8,0.3135,ok,161144.558,Caelum,Dawn,0,low,0.09828225,9.0288,0.30429655172413794,0.17370736738192366,28.526896551724136
Caelum-Fenix,217,39.1,0.3082,ok,152421.122,Caelum,Fenix,0,low,0.09498723999999999,12.050619999999999,0.2979977329974811,0.16907325550533112,38.04100755667506
Boreas-Fenix,53,117.1,0.6928,ok,762871.509,Boreas,Fenix,0,high,0.47997184,81.12687999999999,0.3080685421994885,0.17007740427160456,51.75457800511509
Caelum-Dawn,471,35.6,0.3872,ok,195372.44,Caelum,Dawn,0,low,0.14992384,13.784320000000001,0.30429655172413794,0.17370736738192366,28.526896551724136
Boreas-Elysium,290,36.5,0.1779,ok,105830.281,Boreas,Elysium,0,very_low,0.03164841,6.49335,0.2900737913486005,0.165054059944648,59.068346055979646
Aegis-Dawn,14,42.3,0.4318,ok,232124.2,Aegis,Dawn,0,medium,0.18645124000000002,18.26514,0.3143477922077922,0.16558189329464748,31.258909090909093
Aegis-Elysium,442,54.0,0.2675,ok,197412.803,Aegis,Elysium,0,low,0.07155625,14.445,0.3029021390374331,0.16678734255381286,60.362834224598934
Caelum-Fenix,257,24.5,0.1932,ok,123561.165,Caelum,Fenix,0,very_low,0.037326240000000004,4.7334000000000005,0.2979977329974811,0.16907325550533112,38.04100755667506
Boreas-Fenix,476,71.7,0.424,ok,263476.789,Boreas,Fenix,0,medium,0.179776,30.4008,0.3080685421994885,0.17007740427160456,51.75457800511509
Boreas-Fenix,228,40.0,0.2367,ok,80624.837,Boreas,Fenix,0,low,0.056026889999999996,9.468,0.3080685421994885,0.17007740427160456,51.75457800511509
Aegis-Elysium,222,32.1,0.1591,ok,165556.688,Aegis,Elysium,0,very_low,0.025312809999999998,5.10711,0.3029021390374331,0.16678734255381286,60.362834224598934
Boreas-Fenix,369,13.7,0.0812,ok,138676.08,Boreas,Fenix,0,very_low,0.006593439999999999,1.1124399999999999,0.3080685421994885,0.17007740427160456,51.75457800511509
Aegis-Elysium,333,88.4,0.4376,ok,309099.948,Aegis,Elysium,0,medium,0.19149375999999999,38.683840000000004,0.3029021390374331,0.16678734255381286,60.362834224598934
Caelum-Fenix,121,17.6,0.1389,ok,122617.759,Caelum,Fenix,0,very_low,0.019293209999999998,2.44464,0.2979977329974811,0.16907325550533112,38.04100755667506
Dawn-Fenix,424,22.3,0.1421,ok,77413.85,Dawn,Fenix,0,very_low,0.02019241,3.1688300000000003,0.3041873417721519,0.1724694243240588,47.598683544303796
Caelum-Elysium,481,6.0,0.0718,ok,125747.341,Caelum,Elysium,0,very_low,0.00515524,0.4308,0.29901641025641024,0.16467290094562215,25.344512820512822
Caelum-Elysium,475,21.8,0.2621,ok,160271.898,Caelum,Elysium,0,low,0.06869641,5.71378,0.29901641025641024,0.16467290094562215,25.344512820512822
Dawn-Elysium,457,15.420000000000002,0.1027,ok,106198.502,Dawn,Elysium,0,very_low,0.010547289999999999,1.5836340000000002,0.29596,0.16907179960732635,20.87232
Aegis-Dawn,143,27.7,0.2825,ok,158645.616,Aegis,Dawn,0,low,0.07980624999999998,7.825249999999999,0.3143477922077922,0.16558189329464748,31.258909090909093
Dawn-Fenix,132,43.0,0.2741,ok,93534.052,Dawn,Fenix,0,low,0.07513081,11.7863,0.3041873417721519,0.1724694243240588,47.598683544303796
Caelum-Fenix,255,58.8,0.4633,ok,249689.338,Caelum,Fenix,0,medium,0.21464688999999998,27.24204,0.2979977329974811,0.16907325550533112,38.04100755667506
Aegis-Boreas,129,42.8,0.2057,ok,71158.078,Aegis,Boreas,0,low,0.042312489999999994,8.80396,0.2911771978021978,0.16781519450328578,59.97527472527472
Caelum-Dawn,55,49.3,0.536,ok,318763.567,Caelum,Dawn,0,medium,0.28729600000000005,26.4248,0.30429655172413794,0.17370736738192366,28.526896551724136
Caelum-Fenix,115,15.9,0.1255,ok,120075.246,Caelum,Fenix,0,very_low,0.01575025,1.99545,0.2979977329974811,0.16907325550533112,38.04100755667506
Boreas-Elysium,453,38.9,0.1898,ok,105657.145,Boreas,Elysium,0,very_low,0.03602404,7.38322,0.2900737913486005,0.165054059944648,59.068346055979646
Boreas-Elysium,138,74.0,0.3612,ok,153800.321,Boreas,Elysium,0,low,0.13046544000000002,26.728800000000003,0.2900737913486005,0.165054059944648,59.068346055979646
Boreas-Fenix,430,77.2,0.4569,ok,284179.374,Boreas,Fenix,0,medium,0.20875760999999998,35.27268,0.3080685421994885,0.17007740427160456,51.75457800511509
Aegis-Elysium,482,16.1,0.0799,ok,155684.392,Aegis,Elysium,0,very_low,0.00638401,1.2863900000000001,0.3029021390374331,0.16678734255381286,60.362834224598934
Boreas-Fenix,310,55.2,0.3266,ok,200573.66,Boreas,Fenix,0,low,0.10666756,18.02832,0.3080685421994885,0.17007740427160456,51.75457800511509
Caelum-Dawn,90,13.7,0.1487,ok,117477.703,Caelum,Dawn,0,very_low,0.02211169,2.03719,0.30429655172413794,0.17370736738192366,28.526896551724136
Caelum-Fenix,477,52.8,0.4154,ok,209711.903,Caelum,Fenix,0,medium,0.17255716,21.93312,0.2979977329974811,0.16907325550533112,38.04100755667506
Aegis-Dawn,408,34.3,0.3502,ok,187414.553,Aegis,Dawn,0,low,0.12264004,12.011859999999999,0.3143477922077922,0.16558189329464748,31.258909090909093
Elysium-Fenix,136,6.4,0.0419,ok,166640.06,Elysium,Fenix,0,very_low,0.00175561,0.26816,0.2866814016172507,0.16585315339481224,43.56679245283019
Boreas-Elysium,101,118.7,0.5788,ok,332785.483,Boreas,Elysium,0,medium,0.33500944,68.70356,0.2900737913486005,0.165054059944648,59.068346055979646
Aegis-Elysium,89,77.6,0.3841,ok,266625.569,Aegis,Elysium,0,low,0.14753281,29.80616,0.3029021390374331,0.16678734255381286,60.362834224598934
Caelum-Fenix,388,50.6,0.3981,ok,198428.12,Caelum,Fenix,0,low,0.15848361,20.14386,0.2979977329974811,0.16907325550533112,38.04100755667506
Dawn-Elysium,242,28.6,0.4151,ok,193342.78,Dawn,Elysium,0,medium,0.17230801,11.871860000000002,0.29596,0.16907179960732635,20.87232
Aegis-Boreas,367,10.6,0.051,ok,59518.737,Aegis,Boreas,0,very_low,0.0026009999999999996,0.5406,0.2911771978021978,0.16781519450328578,59.97527472527472
Aegis-Elysium,220,88.1,0.4361,ok,307296.102,Aegis,Elysium,0,medium,0.19018321,38.42041,0.3029021390374331,0.16678734255381286,60.362834224598934
Dawn-Elysium,55,23.7,0.3428,ok,154442.748,Dawn,Elysium,0,low,0.11751183999999999,8.12436,0.29596,0.16907179960732635,20.87232
Caelum-Elysium,255,21.76,0.2455,ok,158466.298,Caelum,Elysium,0,low,0.06027025,5.34208,0.29901641025641024,0.16467290094562215,25.344512820512822
Aegis-Boreas,464,16.1,0.0774,ok,61139.671,Aegis,Boreas,0,very_low,0.0059907599999999995,1.24614,0.2911771978021978,0.16781519450328578,59.97527472527472
Dawn-Elysium,262,1.4,0.0205,ok,101127.714,Dawn,Elysium,0,very_low,0.00042025000000000005,0.0287,0.29596,0.16907179960732635,20.87232
Boreas-Fenix,496,27.3,0.1613,ok,141555.422,Boreas,Fenix,0,very_low,0.02601769,4.40349,0.3080685421994885,0.17007740427160456,51.75457800511509
Boreas-Elysium,318,74.5,0.3635,ok,154923.146,Boreas,Elysium,0,low,0.13213224999999998,27.08075,0.2900737913486005,0.165054059944648,59.068346055979646
Dawn-Fenix,283,36.1,0.2301,ok,85389.862,Dawn,Fenix,0,low,0.05294601,8.306610000000001,0.3041873417721519,0.1724694243240588,47.598683544303796
Elysium-Fenix,48,41.6,0.2737,ok,218318.685,Elysium,Fenix,0,low,0.07491169,11.38592,0.2866814016172507,0.16585315339481224,43.56679245283019
Elysium-Fenix,409,38.7,0.2544,ok,206811.808,Elysium,Fenix,0,low,0.06471936,9.84528,0.2866814016172507,0.16585315339481224,43.56679245283019
Boreas-Dawn,480,92.1,0.4559,ok,146102.716,Boreas,Dawn,0,medium,0.20784481000000002,41.98839,0.2929547120418848,0.16733925578385606,58.52005235602094
Aegis-Dawn,103,24.2,0.2471,ok,144543.44,Aegis,Dawn,0,low,0.061058409999999994,5.979819999999999,0.3143477922077922,0.16558189329464748,31.258909090909093
Elysium-Fenix,490,109.64,0.5645,ok,523100.774,Elysium,Fenix,0,medium,0.31866025,61.89178,0.2866814016172507,0.16585315339481224,43.56679245283019
Caelum-Fenix,304,31.1,0.2446,ok,138049.95,Caelum,Fenix,0,low,0.059829160000000006,7.607060000000001,0.2979977329974811,0.16907325550533112,38.04100755667506
Caelum-Fenix,249,25.7,0.2025,ok,126850.295,Caelum,Fenix,0,low,0.04100625000000001,5.20425,0.2979977329974811,0.16907325550533112,38.04100755667506
Dawn-Fenix,88,34.86,0.348,ok,111700.974,Dawn,Fenix,0,low,0.12110399999999999,12.131279999999999,0.3041873417721519,0.1724694243240588,47.598683544303796
Boreas-Dawn,269,104.9,0.5194,ok,180700.081,Boreas,Dawn,0,medium,0.26977636,54.48506,0.2929547120418848,0.16733925578385606,58.52005235602094
Aegis-Dawn,401,27.9,0.2843,ok,157142.075,Aegis,Dawn,0,low,0.08082649,7.93197,0.3143477922077922,0.16558189329464748,31.258909090909093
Caelum-Fenix,296,35.8,0.2819,ok,147469.328,Caelum,Fenix,0,low,0.07946761,10.092019999999998,0.2979977329974811,0.16907325550533112,38.04100755667506
Caelum-Fenix,312,35.4,0.279,ok,148292.139,Caelum,Fenix,0,low,0.07784100000000002,9.8766,0.2979977329974811,0.16907325550533112,38.04100755667506
Aegis-Boreas,342,37.4,0.1796,ok,67297.32,Aegis,Boreas,0,very_low,0.032256160000000006,6.71704,0.2911771978021978,0.16781519450328578,59.97527472527472
Boreas-Elysium,198,65.6,0.32,ok,141181.702,Boreas,Elysium,0,low,0.1024,20.991999999999997,0.2900737913486005,0.165054059944648,59.068346055979646
Caelum-Dawn,184,14.5,0.1582,ok,122532.878,Caelum,Dawn,0,very_low,0.025027240000000003,2.2939000000000003,0.30429655172413794,0.17370736738192366,28.526896551724136
Boreas-Dawn,326,150.2,0.7433,ok,511649.853,Boreas,Dawn,0,high,0.55249489,111.64365999999998,0.2929547120418848,0.16733925578385606,58.52005235602094
Caelum-Elysium,220,17.2,0.2072,ok,145280.435,Caelum,Elysium,0,low,0.04293184,3.56384,0.29901641025641024,0.16467290094562215,25.344512820512822
Caelum-Fenix,172,7.6,0.0601,ok,111355.705,Caelum,Fenix,0,very_low,0.00361201,0.45676,0.2979977329974811,0.16907325550533112,38.04100755667506
Aegis-Elysium,318,75.0,0.3711,ok,258748.94,Aegis,Elysium,0,low,0.13771520999999998,27.8325,0.3029021390374331,0.16678734255381286,60.362834224598934
Dawn-Elysium,143,9.9,0.1431,ok,35760.006,Dawn,Elysium,0,very_low,0.02047761,1.41669,0.29596,0.16907179960732635,20.87232
Boreas-Dawn,20,17.7,0.0875,ok,69024.443,Boreas,Dawn,0,very_low,0.007656249999999999,1.5487499999999998,0.2929547120418848,0.16733925578385606,58.52005235602094
Boreas-Fenix,266,100.9,0.5968,ok,493213.829,Boreas,Fenix,0,medium,0.35617023999999997,60.21712,0.3080685421994885,0.17007740427160456,51.75457800511509
Aegis-Elysium,171,54.9,0.2719,ok,199805.779,Aegis,Elysium,0,low,0.07392960999999999,14.927309999999999,0.3029021390374331,0.16678734255381286,60.362834224598934
Boreas-Dawn,112,62.8,0.3108,ok,97570.363,Boreas,Dawn,0,low,0.09659664000000001,19.51824,0.2929547120418848,0.16733925578385606,58.52005235602094
