link_id,tick,self_reported_latency_ms,measured_latency_ms,planet_a,planet_b,latency_difference,absolute_difference,latency_ratio,percentage_error,trust_score,hist_mean_trust,hist_std_trust,hist_mean_latency_diff
Boreas-Elysium,282,301493.12,290228.873,Boreas,Elysium,-11264.246999999974,11264.246999999974,0.9626384608710143,3.88,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Caelum-Fenix,78,280560.257,267670.399,Caelum,Fenix,-12889.858000000007,12889.858000000007,0.9540567215833424,4.82,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Boreas,267,59914.342,59222.928,Aegis,Boreas,-691.413999999997,691.413999999997,0.9884599583852561,1.17,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Aegis-Elysium,104,96371.63,156203.658,Aegis,Elysium,59832.02799999999,59832.02799999999,1.6208469027658865,38.3,0.723,0.7958968831168831,0.13151929136319288,77214.95699135585
Boreas-Elysium,305,259204.608,260551.438,Boreas,Elysium,1346.8299999999872,1346.8299999999872,1.0051960110215323,0.52,0.9949,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Dawn-Fenix,117,74081.612,73381.51,Dawn,Fenix,-700.101999999999,700.101999999999,0.9905495846931625,0.95,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Boreas-Dawn,435,539411.563,242357.019,Boreas,Dawn,-297054.544,297054.544,0.4492988946178746,122.57,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Aegis-Boreas,386,68378.357,70170.814,Aegis,Boreas,1792.4569999999949,1792.4569999999949,1.0262138062194153,2.55,0.9751,0.9849621693121693,0.03408513950102227,-4121.568080328588
Boreas-Dawn,201,126345.757,125048.801,Boreas,Dawn,-1296.955999999991,1296.955999999991,0.9897348669967604,1.04,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Boreas-Dawn,128,99977.518,101390.181,Boreas,Dawn,1412.6630000000005,1412.6630000000005,1.014129806663134,1.39,0.9863,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Dawn,200,342850.843,338387.637,Caelum,Dawn,-4463.206000000006,4463.206000000006,0.9869820766344156,1.32,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Boreas-Fenix,214,228183.723,422378.993,Boreas,Fenix,194195.27000000002,194195.27000000002,1.8510478637426737,45.98,0.685,0.8068014354066986,0.13514659878591953,61601.108196475456
Boreas-Fenix,486,121514.87,197248.56,Boreas,Fenix,75733.69,75733.69,1.6232462743037128,38.4,0.7226,0.8068014354066986,0.13514659878591953,61601.108196475456
Dawn-Fenix,245,76173.225,75574.195,Dawn,Fenix,-599.0299999999988,599.0299999999988,0.9921359506572027,0.79,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Boreas-Dawn,63,181051.24749094708,101083.702,Boreas,Dawn,-79967.54549094707,79967.54549094707,0.558315412905699,79.11,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Elysium,78,458330.671,444090.812,Caelum,Elysium,-14239.858999999997,14239.858999999997,0.9689310362561357,3.21,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Aegis-Boreas,209,79899.149,77366.876,Aegis,Boreas,-2532.273000000001,2532.273000000001,0.9683066336538828,3.27,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Aegis-Dawn,409,220746.934,220123.903,Aegis,Dawn,-623.0310000000172,623.0310000000172,0.9971776233141249,0.28,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Aegis-Elysium,289,218148.76,322575.916,Aegis,Elysium,104427.15600000002,104427.15600000002,1.4786969955731126,32.37,0.7554,0.7958968831168831,0.13151929136319288,77214.95699135585
Dawn-Elysium,28,107877.738,107396.706,Dawn,Elysium,-481.03199999999197,481.03199999999197,0.9955409521100638,0.45,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Dawn-Elysium,452,112358.38,112345.741,Dawn,Elysium,-12.639000000010128,12.639000000010128,0.9998875117280971,0.01,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Boreas-Dawn,342,116274.439,112125.564,Boreas,Dawn,-4148.875,4148.875,0.9643182539887378,3.7,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Boreas-Elysium,497,203493.556,201021.048,Boreas,Elysium,-2472.5080000000016,2472.5080000000016,0.9878496987884963,1.23,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Dawn-Elysium,404,143877.904,149423.627,Dawn,Elysium,5545.722999999998,5545.722999999998,1.0385446468555728,3.71,0.9642,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Caelum-Fenix,323,130485.363,130607.011,Caelum,Fenix,121.64800000000105,121.64800000000105,1.000932273146989,0.09,0.9991,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Dawn,458,126112.98,122132.644,Aegis,Dawn,-3980.3359999999957,3980.3359999999957,0.9684383320416344,3.26,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Boreas-Dawn,293,133836.018,127912.709,Boreas,Dawn,-5923.309000000008,5923.309000000008,0.9557420409803286,4.63,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Boreas-Elysium,88,206042.528,198471.239,Boreas,Elysium,-7571.28899999999,7571.28899999999,0.9632537560401123,3.81,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Boreas-Fenix,202,121456.25,269583.2,Boreas,Fenix,148126.95,148126.95,2.2195910049915093,54.95,0.6454,0.8068014354066986,0.13514659878591953,61601.108196475456
Aegis-Boreas,331,86500.585,86008.27,Aegis,Boreas,-492.3150000000023,492.3150000000023,0.9943085356012332,0.57,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Caelum-Dawn,334,125060.888,128044.904,Caelum,Dawn,2984.0159999999887,2984.0159999999887,1.023860505452352,2.33,0.9772,0.9804744471744471,0.05446466415035868,-6484.057433327288
Caelum-Elysium,381,215668.956,213073.614,Caelum,Elysium,-2595.342000000004,2595.342000000004,0.9879660844651188,1.22,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Boreas-Fenix,491,112427.471,202672.157,Boreas,Fenix,90244.686,90244.686,1.8026924842950527,44.53,0.6919,0.8068014354066986,0.13514659878591953,61601.108196475456
Boreas-Elysium,459,114004.513,110066.259,Boreas,Elysium,-3938.254000000001,3938.254000000001,0.9654552798273872,3.58,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Boreas-Dawn,274,71399.62,73435.011,Boreas,Dawn,2035.3910000000033,2035.3910000000033,1.028507028468779,2.77,0.973,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Fenix,211,129751.187,127003.086,Caelum,Fenix,-2748.1010000000097,2748.1010000000097,0.9788202245887738,2.16,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Dawn-Elysium,241,181051.24749094708,113076.079,Dawn,Elysium,-67975.16849094708,67975.16849094708,0.6245528852578275,60.11,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Caelum-Fenix,151,204456.578,204387.432,Caelum,Fenix,-69.14600000000792,69.14600000000792,0.999661805941015,0.03,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Caelum-Fenix,163,328375.324,342274.056,Caelum,Fenix,13898.73199999996,13898.73199999996,1.0423257503965186,4.06,0.961,0.9796862650602409,0.04873557984945812,1731.907948738127
Dawn-Elysium,367,114728.279,110411.427,Dawn,Elysium,-4316.851999999999,4316.851999999999,0.9623732523696272,3.91,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Dawn-Fenix,290,119335.526,115931.733,Dawn,Fenix,-3403.793000000005,3403.793000000005,0.971477119060086,2.94,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Caelum-Elysium,265,75452.465,161386.546,Caelum,Elysium,85934.081,85934.081,2.1389168133870777,53.25,0.6525,0.9780398457583547,0.06003094589396874,1753.5802267796134
Boreas-Fenix,309,133306.1,196831.869,Boreas,Fenix,63525.769,63525.769,1.4765406009177375,32.27,0.756,0.8068014354066986,0.13514659878591953,61601.108196475456
Boreas-Dawn,210,69701.587,72901.468,Boreas,Dawn,3199.880999999994,3199.880999999994,1.0459082947422702,4.39,0.958,0.9791679389312977,0.052929740107363066,-992.1216852668913
Dawn-Elysium,79,146704.24,140084.574,Dawn,Elysium,-6619.665999999997,6619.665999999997,0.9548774732073183,4.73,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Boreas-Elysium,478,111022.415,107350.763,Boreas,Elysium,-3671.6519999999873,3671.6519999999873,0.9669287323645411,3.42,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Aegis-Elysium,366,682730.276,1159682.855,Aegis,Elysium,476952.579,476952.579,1.6985959108103184,41.13,0.7086,0.7958968831168831,0.13151929136319288,77214.95699135585
Aegis-Boreas,173,58461.218,61264.192,Aegis,Boreas,2802.974000000002,2802.974000000002,1.0479458707138123,4.58,0.9562,0.9849621693121693,0.03408513950102227,-4121.568080328588
Caelum-Fenix,39,226564.663,215978.729,Caelum,Fenix,-10585.934000000008,10585.934000000008,0.9532763235897912,4.9,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Caelum-Fenix,419,122420.212,124359.076,Caelum,Fenix,1938.8640000000014,1938.8640000000014,1.0158377768533844,1.56,0.9846,0.9796862650602409,0.04873557984945812,1731.907948738127
Caelum-Fenix,443,107256.34,109387.181,Caelum,Fenix,2130.8410000000003,2130.8410000000003,1.0198668069412027,1.95,0.9809,0.9796862650602409,0.04873557984945812,1731.907948738127
Elysium-Fenix,497,590520.512,620312.139,Elysium,Fenix,29791.62699999998,29791.62699999998,1.0504497750621742,4.8,0.9542,0.9777570719602977,0.055399164086247815,4312.254361379141
Caelum-Fenix,92,145340.363,149320.85,Caelum,Fenix,3980.4869999999937,3980.4869999999937,1.02738734731246,2.67,0.974,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Dawn,452,71429.884,74901.944,Boreas,Dawn,3472.0599999999977,3472.0599999999977,1.04860794678037,4.64,0.9557,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Dawn,203,148405.582,149788.398,Caelum,Dawn,1382.8159999999916,1382.8159999999916,1.0093178166303745,0.92,0.9909,0.9804744471744471,0.05446466415035868,-6484.057433327288
Caelum-Dawn,353,117695.992,114443.351,Caelum,Dawn,-3252.6410000000033,3252.6410000000033,0.9723640461775452,2.84,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Boreas-Elysium,36,110387.09,115006.195,Boreas,Elysium,4619.1050000000105,4619.1050000000105,1.0418446124451692,4.02,0.9614,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Caelum-Elysium,378,140172.255,137803.032,Caelum,Elysium,-2369.222999999998,2369.222999999998,0.9830977749484019,1.72,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Caelum-Fenix,400,317641.964,304066.425,Caelum,Fenix,-13575.53899999999,13575.53899999999,0.9572615065432601,4.46,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Boreas,18,47586.532,135005.159,Aegis,Boreas,87418.62700000001,87418.62700000001,2.8370455531409604,64.75,0.607,0.9849621693121693,0.03408513950102227,-4121.568080328588
Aegis-Boreas,0,69804.794,70246.059,Aegis,Boreas,441.2649999999994,441.2649999999994,1.0063214139705075,0.63,0.9938,0.9849621693121693,0.03408513950102227,-4121.568080328588
Boreas-Elysium,174,167833.994,164972.827,Boreas,Elysium,-2861.167000000016,2861.167000000016,0.9829523987851948,1.73,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Aegis-Elysium,356,868697.302,1647639.954,Aegis,Elysium,778942.6519999999,778942.6519999999,1.8966790275584393,47.28,0.679,0.7958968831168831,0.13151929136319288,77214.95699135585
Elysium-Fenix,76,312808.077,321352.067,Elysium,Fenix,8543.98999999999,8543.98999999999,1.027313840748428,2.66,0.9741,0.9777570719602977,0.055399164086247815,4312.254361379141
Dawn-Elysium,272,182061.794,179269.323,Dawn,Elysium,-2792.4709999999905,2792.4709999999905,0.9846619604330605,1.56,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Caelum-Dawn,159,415297.388,414513.125,Caelum,Dawn,-784.2629999999772,784.2629999999772,0.9981115628880383,0.19,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Aegis-Boreas,396,92967.862,89236.741,Aegis,Boreas,-3731.120999999999,3731.120999999999,0.9598665504429907,4.18,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Dawn-Elysium,7,102141.707,105389.002,Dawn,Elysium,3247.2949999999983,3247.2949999999983,1.0317920572837107,3.08,0.9701,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Caelum-Dawn,341,115950.928,117092.146,Caelum,Dawn,1141.2179999999935,1141.2179999999935,1.0098422498179573,0.97,0.9903,0.9804744471744471,0.05446466415035868,-6484.057433327288
Boreas-Dawn,312,118634.223,114770.032,Boreas,Dawn,-3864.1909999999916,3864.1909999999916,0.9674276873714595,3.37,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Elysium,396,447149.896,429605.571,Caelum,Elysium,-17544.32500000001,17544.32500000001,0.96076410806098,4.08,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Caelum-Fenix,349,490599.434,469406.355,Caelum,Fenix,-21193.079000000027,21193.079000000027,0.9568016643900163,4.51,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Dawn,316,118561.401,121203.271,Aegis,Dawn,2641.8699999999953,2641.8699999999953,1.0222827157718892,2.18,0.9787,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Boreas-Dawn,72,125093.318,127813.633,Boreas,Dawn,2720.3150000000023,2720.3150000000023,1.0217462854410817,2.13,0.9792,0.9791679389312977,0.052929740107363066,-992.1216852668913
Dawn-Elysium,230,159951.624,165806.766,Dawn,Elysium,5855.141999999993,5855.141999999993,1.0366057052349777,3.53,0.9659,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Boreas-Dawn,300,114753.82,112667.346,Boreas,Dawn,-2086.474000000002,2086.474000000002,0.9818178253238106,1.85,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Boreas-Elysium,280,285144.036,273842.957,Boreas,Elysium,-11301.079000000027,11301.079000000027,0.9603671212677931,4.13,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Dawn-Fenix,58,106678.128,111188.871,Dawn,Fenix,4510.743000000002,4510.743000000002,1.0422836722444173,4.06,0.961,0.9823136476426799,0.04646098172906777,-362.5543768567232
Elysium-Fenix,321,632153.479,638651.749,Elysium,Fenix,6498.269999999902,6498.269999999902,1.0102795764254584,1.02,0.9899,0.9777570719602977,0.055399164086247815,4312.254361379141
Caelum-Elysium,410,128025.741,128045.679,Caelum,Elysium,19.938000000009197,19.938000000009197,1.0001557343065877,0.02,0.9998,0.9780398457583547,0.06003094589396874,1753.5802267796134
Dawn-Elysium,35,113822.397,108595.961,Dawn,Elysium,-5226.4360000000015,5226.4360000000015,0.9540825343890799,4.81,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Dawn-Fenix,144,73663.545,70369.576,Dawn,Fenix,-3293.9689999999973,3293.9689999999973,0.9552835938047782,4.68,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Dawn-Fenix,171,81939.609,80492.001,Dawn,Fenix,-1447.607999999993,1447.607999999993,0.9823332327592631,1.8,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Caelum-Fenix,395,181051.24749094708,121693.231,Caelum,Fenix,-59358.01649094708,59358.01649094708,0.6721479839904716,48.78,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Caelum-Fenix,155,192151.591,189088.766,Caelum,Fenix,-3062.8249999999825,3062.8249999999825,0.9840603713762641,1.62,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Caelum-Elysium,335,129899.501,135172.1,Caelum,Elysium,5272.599000000002,5272.599000000002,1.0405898325968166,3.9,0.9625,0.9780398457583547,0.06003094589396874,1753.5802267796134
Dawn-Elysium,231,121092.865,116387.659,Dawn,Elysium,-4705.206000000006,4705.206000000006,0.9611438213143276,4.04,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Dawn-Fenix,337,181051.24749094708,69530.58,Dawn,Fenix,-111520.66749094707,111520.66749094707,0.3840381160780274,160.39,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Aegis-Dawn,54,181051.24749094708,146085.211,Aegis,Dawn,-34966.036490947066,34966.036490947066,0.806872159261452,23.94,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Aegis-Elysium,159,222610.849,361400.429,Aegis,Elysium,138789.58000000002,138789.58000000002,1.623462785499731,38.4,0.7225,0.7958968831168831,0.13151929136319288,77214.95699135585
Aegis-Elysium,213,730577.337,724466.358,Aegis,Elysium,-6110.97900000005,6110.97900000005,0.9916354112145145,0.84,1.0,0.7958968831168831,0.13151929136319288,77214.95699135585
Caelum-Fenix,32,245833.401,240255.862,Caelum,Fenix,-5577.539000000019,5577.539000000019,0.9773117120077592,2.32,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Elysium,325,74618.148,178258.31,Aegis,Elysium,103640.162,103640.162,2.3889404223755326,58.14,0.6323,0.7958968831168831,0.13151929136319288,77214.95699135585
Caelum-Dawn,286,114233.734,113743.82,Caelum,Dawn,-489.91399999998976,489.91399999998976,0.995711301882157,0.43,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Caelum-Dawn,349,66522.088,121020.567,Caelum,Dawn,54498.47899999999,54498.47899999999,1.8192538845142683,45.03,0.6895,0.9804744471744471,0.05446466415035868,-6484.057433327288
Aegis-Dawn,200,119870.53,120287.636,Aegis,Dawn,417.10599999999977,417.10599999999977,1.003479637572304,0.35,0.9965,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Boreas-Fenix,200,186593.202,333762.432,Boreas,Fenix,147169.22999999998,147169.22999999998,1.788716997310545,44.09,0.694,0.8068014354066986,0.13514659878591953,61601.108196475456
Caelum-Fenix,293,163921.106,166338.656,Caelum,Fenix,2417.5499999999884,2417.5499999999884,1.0147482533457284,1.45,0.9857,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Dawn,347,127731.105,132469.621,Boreas,Dawn,4738.516000000018,4738.516000000018,1.037097588719678,3.58,0.9655,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Fenix,406,258059.837,270742.285,Caelum,Fenix,12682.447999999975,12682.447999999975,1.0491453770855477,4.68,0.9553,0.9796862650602409,0.04873557984945812,1731.907948738127
Elysium-Fenix,134,171702.672,175822.671,Elysium,Fenix,4119.999000000011,4119.999000000011,1.0239949614761965,2.34,0.9771,0.9777570719602977,0.055399164086247815,4312.254361379141
Aegis-Elysium,455,110159.305,191747.482,Aegis,Elysium,81588.177,81588.177,1.7406380877221401,42.55,0.7015,0.7958968831168831,0.13151929136319288,77214.95699135585
Dawn-Fenix,19,85290.325,85699.222,Dawn,Fenix,408.8969999999972,408.8969999999972,1.0047941780031908,0.48,0.9953,0.9823136476426799,0.04646098172906777,-362.5543768567232
Elysium-Fenix,114,288204.62,286365.748,Elysium,Fenix,-1838.871999999974,1838.871999999974,0.9936195609910765,0.64,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Caelum-Fenix,127,142856.467,139727.224,Caelum,Fenix,-3129.2430000000168,3129.2430000000168,0.9780951953683692,2.24,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Dawn,366,161515.251,163085.793,Aegis,Dawn,1570.5420000000158,1570.5420000000158,1.0097238000144024,0.96,0.9905,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Dawn-Elysium,84,102158.317,101252.629,Dawn,Elysium,-905.6879999999946,905.6879999999946,0.9911344663205445,0.89,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Boreas-Dawn,144,76123.028,79656.401,Boreas,Dawn,3533.3729999999923,3533.3729999999923,1.0464166112782585,4.44,0.9575,0.9791679389312977,0.052929740107363066,-992.1216852668913
Boreas-Elysium,140,234218.709,226116.104,Boreas,Elysium,-8102.6050000000105,8102.6050000000105,0.9654058164926526,3.58,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Caelum-Fenix,463,181051.24749094708,1526351.332,Caelum,Fenix,1345300.0845090528,1345300.0845090528,8.430493316961655,88.14,0.5315,0.9796862650602409,0.04873557984945812,1731.907948738127
Caelum-Elysium,488,219806.187,220711.799,Caelum,Elysium,905.6119999999937,905.6119999999937,1.004120047812849,0.41,0.9959,0.9780398457583547,0.06003094589396874,1753.5802267796134
Aegis-Elysium,490,247950.004,211242.288,Aegis,Elysium,-36707.715999999986,36707.715999999986,0.8519551707690233,17.38,1.0,0.7958968831168831,0.13151929136319288,77214.95699135585
Elysium-Fenix,6,174899.152,171025.81,Elysium,Fenix,-3873.342000000004,3873.342000000004,0.9778538548889019,2.26,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Aegis-Dawn,229,121445.07,127730.136,Aegis,Dawn,6285.065999999992,6285.065999999992,1.051752335438565,4.92,0.9531,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Dawn-Elysium,82,162204.679,155909.863,Dawn,Elysium,-6294.815999999992,6294.815999999992,0.9611921429220918,4.04,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Caelum-Dawn,499,544940.329,537431.452,Caelum,Dawn,-7508.876999999979,7508.876999999979,0.9862207353715603,1.4,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Boreas-Fenix,120,170237.656,164857.309,Boreas,Fenix,-5380.34699999998,5380.34699999998,0.9683950829304183,3.26,1.0,0.8068014354066986,0.13514659878591953,61601.108196475456
Boreas-Dawn,436,103005.757,99481.963,Boreas,Dawn,-3523.7939999999944,3523.7939999999944,0.9657903198556175,3.54,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Elysium-Fenix,51,333767.59,340285.052,Elysium,Fenix,6517.4619999999995,6517.4619999999995,1.019526946879414,1.92,0.9812,0.9777570719602977,0.055399164086247815,4312.254361379141
Aegis-Elysium,110,161751.464,156139.184,Aegis,Elysium,-5612.279999999999,5612.279999999999,0.965303065201314,3.59,1.0,0.7958968831168831,0.13151929136319288,77214.95699135585
Dawn-Elysium,370,101890.814,102723.393,Dawn,Elysium,832.5789999999979,832.5789999999979,1.0081712861769854,0.81,0.992,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Dawn-Fenix,360,75036.903,74774.354,Dawn,Fenix,-262.54899999999907,262.54899999999907,0.9965010682810297,0.35,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Boreas-Elysium,394,181051.24749094708,148626.076,Boreas,Elysium,-32425.171490947076,32425.171490947076,0.8209061139301546,21.82,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Aegis-Elysium,185,183061.011,256313.524,Aegis,Elysium,73252.513,73252.513,1.4001535477153024,28.58,0.7777,0.7958968831168831,0.13151929136319288,77214.95699135585
Boreas-Elysium,7,112361.033,112873.396,Boreas,Elysium,512.3629999999976,512.3629999999976,1.0045599705371167,0.45,0.9955,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Aegis-Boreas,193,97791.342,93201.594,Aegis,Boreas,-4589.748000000007,4589.748000000007,0.9530659063866819,4.92,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Boreas-Dawn,15,95610.143,98305.52,Boreas,Dawn,2695.3770000000077,2695.3770000000077,1.028191329030854,2.74,0.9733,0.9791679389312977,0.052929740107363066,-992.1216852668913
Aegis-Dawn,78,210495.638,206949.964,Aegis,Dawn,-3545.673999999999,3545.673999999999,0.9831555939415714,1.71,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Boreas-Elysium,123,96343.224,99470.578,Boreas,Elysium,3127.353999999992,3127.353999999992,1.0324605495867565,3.14,0.9695,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Aegis-Elysium,429,162979.748,156631.183,Aegis,Elysium,-6348.565000000002,6348.565000000002,0.9610469087238986,4.05,1.0,0.7958968831168831,0.13151929136319288,77214.95699135585
Aegis-Dawn,271,177765.647,172982.074,Aegis,Dawn,-4783.573000000004,4783.573000000004,0.9730905656929316,2.77,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Dawn-Fenix,205,95496.103,100384.171,Dawn,Fenix,4888.067999999999,4888.067999999999,1.0511860468274816,4.87,0.9536,0.9823136476426799,0.04646098172906777,-362.5543768567232
Boreas-Elysium,395,126270.495,120892.54,Boreas,Elysium,-5377.955000000002,5377.955000000002,0.9574092506725344,4.45,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Elysium-Fenix,441,232341.597,231842.053,Elysium,Fenix,-499.5439999999944,499.5439999999944,0.9978499588259265,0.22,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Dawn,346,74616.387,73117.003,Boreas,Dawn,-1499.3840000000055,1499.3840000000055,0.9799054328374275,2.05,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Aegis-Boreas,131,63673.958,63364.073,Aegis,Boreas,-309.88500000000204,309.88500000000204,0.9951332536921923,0.49,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Aegis-Boreas,178,79499.591,80168.201,Aegis,Boreas,668.6100000000006,668.6100000000006,1.0084102319469794,0.83,0.9917,0.9849621693121693,0.03408513950102227,-4121.568080328588
Dawn-Fenix,355,82897.58,79674.812,Dawn,Fenix,-3222.7679999999964,3222.7679999999964,0.9611234972118607,4.04,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Caelum-Elysium,309,764460.125,758759.119,Caelum,Elysium,-5701.006000000052,5701.006000000052,0.9925424416348726,0.75,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Caelum-Elysium,67,153468.268,157530.543,Caelum,Elysium,4062.274999999994,4062.274999999994,1.0264698041682467,2.58,0.9749,0.9780398457583547,0.06003094589396874,1753.5802267796134
Boreas-Fenix,80,180098.464,181916.822,Boreas,Fenix,1818.3579999999783,1818.3579999999783,1.0100964658976768,1.0,0.9901,0.8068014354066986,0.13514659878591953,61601.108196475456
Caelum-Elysium,125,149093.934,147980.158,Caelum,Elysium,-1113.7760000000126,1113.7760000000126,0.9925297027845545,0.75,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Caelum-Fenix,279,185601.137,177791.632,Caelum,Fenix,-7809.504999999976,7809.504999999976,0.9579231834123948,4.39,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Fenix,152,124624.914,209196.407,Boreas,Fenix,84571.493,84571.493,1.6786082355892338,40.43,0.7121,0.8068014354066986,0.13514659878591953,61601.108196475456
Caelum-Fenix,219,117630.184,121411.765,Caelum,Fenix,3781.5810000000056,3781.5810000000056,1.032148049687655,3.11,0.9698,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Elysium,73,151133.722,145322.667,Boreas,Elysium,-5811.055000000022,5811.055000000022,0.9615502422417677,4.0,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Aegis-Dawn,158,182471.639,180965.483,Aegis,Dawn,-1506.1559999999881,1506.1559999999881,0.9917458076868593,0.83,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Boreas-Dawn,396,81662.724,84285.062,Boreas,Dawn,2622.3380000000034,2622.3380000000034,1.0321118115041081,3.11,0.9698,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Fenix,411,182601.04,178574.112,Caelum,Fenix,-4026.9280000000144,4026.9280000000144,0.9779468506860639,2.26,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
