link_id,tick,traffic_share,jammed_flag,planet_a,planet_b,traffic_percentage,traffic_bucket,high_traffic_share,relative_traffic,jammed_int
Aegis-Elysium,126,0.18053,True,Aegis,Elysium,18.05,medium,0,2.1638,1
Boreas-Dawn,126,0.07541,False,Boreas,Dawn,7.54,low,0,0.9038,0
Boreas-Elysium,126,0.0834330688935281,False,Boreas,Elysium,8.34,low,0,1.0,0
Boreas-Fenix,126,0.01317,False,Boreas,Fenix,1.32,very_low,0,0.1579,0
Caelum-Dawn,126,0.02348,False,Caelum,Dawn,2.35,very_low,0,0.2814,0
Caelum-Elysium,126,0.03006,True,Caelum,Elysium,3.01,very_low,0,0.3603,1
Caelum-Fenix,126,0.11045,False,Caelum,Fenix,11.04,medium,0,1.3238,0
Dawn-Elysium,126,0.0132,False,Dawn,Elysium,1.32,very_low,0,0.1582,0
Dawn-Fenix,126,0.19004,False,Dawn,Fenix,19.0,medium,0,2.2778,0
Elysium-Fenix,126,0.07137,False,Elysium,Fenix,7.14,low,0,0.8554,0
Aegis-Boreas,127,0.07847,False,Aegis,Boreas,7.85,low,0,0.9405,0
Aegis-Dawn,127,0.15303,True,Aegis,Dawn,15.3,medium,0,1.8342,1
Aegis-Elysium,127,0.00202,False,Aegis,Elysium,0.2,very_low,0,0.0242,0
Boreas-Dawn,127,0.07929,False,Boreas,Dawn,7.93,low,0,0.9503,0
Boreas-Elysium,127,0.00914,False,Boreas,Elysium,0.91,very_low,0,0.1095,0
Boreas-Fenix,127,0.05677,False,Boreas,Fenix,5.68,low,0,0.6804,0
Caelum-Dawn,127,0.20885,False,Caelum,Dawn,20.88,high,1,2.5032,0
Caelum-Elysium,127,0.16905,False,Caelum,Elysium,16.9,medium,0,2.0262,0
Caelum-Fenix,127,0.04559,False,Caelum,Fenix,4.56,very_low,0,0.5464,0
Dawn-Elysium,127,0.04735,False,Dawn,Elysium,4.74,very_low,0,0.5675,0
Dawn-Fenix,127,0.07762,False,Dawn,Fenix,7.76,low,0,0.9303,0
Elysium-Fenix,127,0.07283,False,Elysium,Fenix,7.28,low,0,0.8729,0
Aegis-Boreas,128,0.14803,True,Aegis,Boreas,14.8,medium,0,1.7742,1
Aegis-Dawn,128,0.04266,True,Aegis,Dawn,4.27,very_low,0,0.5113,1
Aegis-Elysium,128,0.17433,False,Aegis,Elysium,17.43,medium,0,2.0895,0
Boreas-Dawn,128,0.06432,False,Boreas,Dawn,6.43,low,0,0.7709,0
Boreas-Elysium,128,0.01619,False,Boreas,Elysium,1.62,very_low,0,0.194,0
Boreas-Fenix,128,0.08723,False,Boreas,Fenix,8.72,low,0,1.0455,0
Caelum-Dawn,128,0.02629,False,Caelum,Dawn,2.63,very_low,0,0.3151,0
Caelum-Elysium,128,0.16442,True,Caelum,Elysium,16.44,medium,0,1.9707,1
Caelum-Fenix,128,0.08336,False,Caelum,Fenix,8.34,low,0,0.9991,0
Dawn-Elysium,128,0.03418,False,Dawn,Elysium,3.42,very_low,0,0.4097,0
Dawn-Fenix,128,0.03454,False,Dawn,Fenix,3.45,very_low,0,0.414,0
Elysium-Fenix,128,0.12444,False,Elysium,Fenix,12.44,medium,0,1.4915,0
Aegis-Boreas,129,0.00669,False,Aegis,Boreas,0.67,very_low,0,0.0802,0
Aegis-Dawn,129,0.00377,False,Aegis,Dawn,0.38,very_low,0,0.0452,0
Aegis-Elysium,129,0.01683,False,Aegis,Elysium,1.68,very_low,0,0.2017,0
Boreas-Dawn,129,0.00381,False,Boreas,Dawn,0.38,very_low,0,0.0457,0
Boreas-Elysium,129,0.12879,False,Boreas,Elysium,12.88,medium,0,1.5436,0
Boreas-Fenix,129,0.13318,False,Boreas,Fenix,13.32,medium,0,1.5962,0
Caelum-Dawn,129,0.01096,False,Caelum,Dawn,1.1,very_low,0,0.1314,0
Caelum-Elysium,129,0.04731,False,Caelum,Elysium,4.73,very_low,0,0.567,0
Caelum-Fenix,129,0.19231,False,Caelum,Fenix,19.23,medium,0,2.305,0
Dawn-Elysium,129,0.04212,False,Dawn,Elysium,4.21,very_low,0,0.5048,0
Dawn-Fenix,129,0.0775,False,Dawn,Fenix,7.75,low,0,0.9289,0
Elysium-Fenix,129,0.33672,False,Elysium,Fenix,33.67,high,1,4.0358,0
Aegis-Boreas,130,0.0387,False,Aegis,Boreas,3.87,very_low,0,0.4638,0
Aegis-Dawn,130,0.06433,False,Aegis,Dawn,6.43,low,0,0.771,0
Aegis-Elysium,130,0.0036,True,Aegis,Elysium,0.36,very_low,0,0.0431,1
Boreas-Dawn,130,0.07648,False,Boreas,Dawn,7.65,low,0,0.9167,0
Boreas-Elysium,130,0.0834330688935281,False,Boreas,Elysium,8.34,low,0,1.0,0
Boreas-Fenix,130,0.1123,False,Boreas,Fenix,11.23,medium,0,1.346,0
Caelum-Dawn,130,0.04303,False,Caelum,Dawn,4.3,very_low,0,0.5157,0
Caelum-Elysium,130,0.09523,True,Caelum,Elysium,9.52,low,0,1.1414,1
Caelum-Fenix,130,0.03482,False,Caelum,Fenix,3.48,very_low,0,0.4173,0
Dawn-Elysium,130,0.27799,False,Dawn,Elysium,27.8,high,1,3.3319,0
Dawn-Fenix,130,0.16862,True,Dawn,Fenix,16.86,medium,0,2.021,1
Elysium-Fenix,130,0.03216,False,Elysium,Fenix,3.22,very_low,0,0.3855,0
Aegis-Boreas,131,0.1915,False,Aegis,Boreas,19.15,medium,0,2.2953,0
Aegis-Dawn,131,0.08721,False,Aegis,Dawn,8.72,low,0,1.0453,0
Aegis-Elysium,131,0.01434,False,Aegis,Elysium,1.43,very_low,0,0.1719,0
Boreas-Dawn,131,0.07167,False,Boreas,Dawn,7.17,low,0,0.859,0
Boreas-Elysium,131,0.00221,False,Boreas,Elysium,0.22,very_low,0,0.0265,0
Boreas-Fenix,131,0.00721,False,Boreas,Fenix,0.72,very_low,0,0.0864,0
Caelum-Dawn,131,0.22652,False,Caelum,Dawn,22.65,high,1,2.715,0
Caelum-Elysium,131,0.02542,False,Caelum,Elysium,2.54,very_low,0,0.3047,0
Caelum-Fenix,131,0.04506,False,Caelum,Fenix,4.51,very_low,0,0.5401,0
Dawn-Elysium,131,0.00677,False,Dawn,Elysium,0.68,very_low,0,0.0811,0
Dawn-Fenix,131,0.05049,False,Dawn,Fenix,5.05,low,0,0.6052,0
Elysium-Fenix,131,0.27161,False,Elysium,Fenix,27.16,high,1,3.2554,0
Aegis-Boreas,132,0.18902,False,Aegis,Boreas,18.9,medium,0,2.2655,0
Aegis-Dawn,132,0.07341,False,Aegis,Dawn,7.34,low,0,0.8799,0
Aegis-Elysium,132,0.05331,True,Aegis,Elysium,5.33,low,0,0.639,1
Boreas-Dawn,132,0.03072,False,Boreas,Dawn,3.07,very_low,0,0.3682,0
Boreas-Elysium,132,0.19238,False,Boreas,Elysium,19.24,medium,0,2.3058,0
Boreas-Fenix,132,0.0184,False,Boreas,Fenix,1.84,very_low,0,0.2205,0
Caelum-Dawn,132,0.06323,True,Caelum,Dawn,6.32,low,0,0.7579,1
Caelum-Elysium,132,0.01587,False,Caelum,Elysium,1.59,very_low,0,0.1902,0
Caelum-Fenix,132,0.06323,False,Caelum,Fenix,6.32,low,0,0.7579,0
Dawn-Elysium,132,0.01855,False,Dawn,Elysium,1.86,very_low,0,0.2223,0
Dawn-Fenix,132,0.02419,False,Dawn,Fenix,2.42,very_low,0,0.2899,0
Elysium-Fenix,132,0.25768,False,Elysium,Fenix,25.77,high,1,3.0885,0
Aegis-Boreas,133,0.0062,False,Aegis,Boreas,0.62,very_low,0,0.0743,0
Aegis-Dawn,133,0.14352,False,Aegis,Dawn,14.35,medium,0,1.7202,0
Aegis-Elysium,133,0.09567,False,Aegis,Elysium,9.57,low,0,1.1467,0
Boreas-Dawn,133,0.02594,False,Boreas,Dawn,2.59,very_low,0,0.3109,0
Boreas-Elysium,133,0.15979,False,Boreas,Elysium,15.98,medium,0,1.9152,0
Boreas-Fenix,133,0.15998,False,Boreas,Fenix,16.0,medium,0,1.9175,0
Caelum-Dawn,133,0.05989,False,Caelum,Dawn,5.99,low,0,0.7178,0
Caelum-Elysium,133,0.02448,False,Caelum,Elysium,2.45,very_low,0,0.2934,0
Caelum-Fenix,133,0.02951,False,Caelum,Fenix,2.95,very_low,0,0.3537,0
Dawn-Elysium,133,0.02321,False,Dawn,Elysium,2.32,very_low,0,0.2782,0
Dawn-Fenix,133,0.08035,False,Dawn,Fenix,8.04,low,0,0.963,0
Elysium-Fenix,133,0.0834330688935281,False,Elysium,Fenix,8.34,low,0,1.0,0
Aegis-Boreas,134,0.09379,False,Aegis,Boreas,9.38,low,0,1.1241,0
Aegis-Dawn,134,0.0059,False,Aegis,Dawn,0.59,very_low,0,0.0707,0
Aegis-Elysium,134,0.23452,False,Aegis,Elysium,23.45,high,1,2.8109,0
Boreas-Dawn,134,0.0436,False,Boreas,Dawn,4.36,very_low,0,0.5226,0
Boreas-Elysium,134,0.18264,False,Boreas,Elysium,18.26,medium,0,2.1891,0
Boreas-Fenix,134,0.09528,False,Boreas,Fenix,9.53,low,0,1.142,0
Caelum-Dawn,134,0.01588,False,Caelum,Dawn,1.59,very_low,0,0.1903,0
Caelum-Elysium,134,0.02987,False,Caelum,Elysium,2.99,very_low,0,0.358,0
Caelum-Fenix,134,0.1457,False,Caelum,Fenix,14.57,medium,0,1.7463,0
Dawn-Elysium,134,0.13433,False,Dawn,Elysium,13.43,medium,0,1.61,0
Dawn-Fenix,134,0.00687,False,Dawn,Fenix,0.69,very_low,0,0.0823,0
Elysium-Fenix,134,0.01161,False,Elysium,Fenix,1.16,very_low,0,0.1392,0
Aegis-Boreas,135,0.11698,False,Aegis,Boreas,11.7,medium,0,1.4021,0
Aegis-Dawn,135,0.09776,False,Aegis,Dawn,9.78,low,0,1.1717,0
Aegis-Elysium,135,0.04739,False,Aegis,Elysium,4.74,very_low,0,0.568,0
Boreas-Dawn,135,0.01447,False,Boreas,Dawn,1.45,very_low,0,0.1734,0
Boreas-Elysium,135,0.00913,False,Boreas,Elysium,0.91,very_low,0,0.1094,0
Boreas-Fenix,135,0.0834330688935281,False,Boreas,Fenix,8.34,low,0,1.0,0
Caelum-Dawn,135,0.00656,False,Caelum,Dawn,0.66,very_low,0,0.0786,0
Caelum-Elysium,135,0.05817,False,Caelum,Elysium,5.82,low,0,0.6972,0
Caelum-Fenix,135,0.1725,False,Caelum,Fenix,17.25,medium,0,2.0675,0
Dawn-Elysium,135,0.23631,False,Dawn,Elysium,23.63,high,1,2.8323,0
Dawn-Fenix,135,0.17774,False,Dawn,Fenix,17.77,medium,0,2.1303,0
Elysium-Fenix,135,0.00963,False,Elysium,Fenix,0.96,very_low,0,0.1154,0
Aegis-Boreas,136,0.05554,False,Aegis,Boreas,5.55,low,0,0.6657,0
Aegis-Dawn,136,0.24169,False,Aegis,Dawn,24.17,high,1,2.8968,0
Aegis-Elysium,136,0.03466,False,Aegis,Elysium,3.47,very_low,0,0.4154,0
Boreas-Dawn,136,0.08848,False,Boreas,Dawn,8.85,low,0,1.0605,0
Boreas-Elysium,136,0.10837,False,Boreas,Elysium,10.84,medium,0,1.2989,0
Boreas-Fenix,136,0.04492,False,Boreas,Fenix,4.49,very_low,0,0.5384,0
Caelum-Dawn,136,0.09179,False,Caelum,Dawn,9.18,low,0,1.1002,0
Caelum-Elysium,136,0.03585,False,Caelum,Elysium,3.58,very_low,0,0.4297,0
Caelum-Fenix,136,0.06559,False,Caelum,Fenix,6.56,low,0,0.7861,0
Dawn-Elysium,136,0.01358,False,Dawn,Elysium,1.36,very_low,0,0.1628,0
Dawn-Fenix,136,0.01808,False,Dawn,Fenix,1.81,very_low,0,0.2167,0
Elysium-Fenix,136,0.20147,False,Elysium,Fenix,20.15,high,1,2.4147,0
Aegis-Boreas,137,0.06953,False,Aegis,Boreas,6.95,low,0,0.8334,0
Aegis-Dawn,137,0.19642,False,Aegis,Dawn,19.64,medium,0,2.3542,0
Aegis-Elysium,137,0.05028,False,Aegis,Elysium,5.03,low,0,0.6026,0
Boreas-Dawn,137,0.08199,False,Boreas,Dawn,8.2,low,0,0.9827,0
Boreas-Elysium,137,0.03159,False,Boreas,Elysium,3.16,very_low,0,0.3786,0
Boreas-Fenix,137,0.13725,True,Boreas,Fenix,13.73,medium,0,1.645,1
Caelum-Dawn,137,0.0527,False,Caelum,Dawn,5.27,low,0,0.6316,0
Caelum-Elysium,137,0.15354,False,Caelum,Elysium,15.35,medium,0,1.8403,0
Caelum-Fenix,137,0.09762,False,Caelum,Fenix,9.76,low,0,1.17,0
Dawn-Elysium,137,0.00088,False,Dawn,Elysium,0.09,very_low,0,0.0105,0
Dawn-Fenix,137,0.11034,False,Dawn,Fenix,11.03,medium,0,1.3225,0
Elysium-Fenix,137,0.01787,False,Elysium,Fenix,1.79,very_low,0,0.2142,0
Aegis-Boreas,138,0.29006,True,Aegis,Boreas,29.01,high,1,3.4766,1
Aegis-Dawn,138,0.01814,False,Aegis,Dawn,1.81,very_low,0,0.2174,0
Aegis-Elysium,138,0.03008,False,Aegis,Elysium,3.01,very_low,0,0.3605,0
Boreas-Dawn,138,0.05832,False,Boreas,Dawn,5.83,low,0,0.699,0
Boreas-Elysium,138,0.03645,False,Boreas,Elysium,3.65,very_low,0,0.4369,0
Boreas-Fenix,138,0.03757,False,Boreas,Fenix,3.76,very_low,0,0.4503,0
Caelum-Dawn,138,0.07215,False,Caelum,Dawn,7.22,low,0,0.8648,0
Caelum-Elysium,138,0.0289,True,Caelum,Elysium,2.89,very_low,0,0.3464,1
Caelum-Fenix,138,0.24664,False,Caelum,Fenix,24.66,high,1,2.9561,0
Dawn-Elysium,138,0.01132,False,Dawn,Elysium,1.13,very_low,0,0.1357,0
Dawn-Fenix,138,0.04754,False,Dawn,Fenix,4.75,very_low,0,0.5698,0
Elysium-Fenix,138,0.12285,True,Elysium,Fenix,12.28,medium,0,1.4724,1
Aegis-Boreas,139,0.10037,True,Aegis,Boreas,10.04,medium,0,1.203,1
Aegis-Dawn,139,0.00471,False,Aegis,Dawn,0.47,very_low,0,0.0565,0
Aegis-Elysium,139,0.04113,False,Aegis,Elysium,4.11,very_low,0,0.493,0
Boreas-Dawn,139,0.04342,True,Boreas,Dawn,4.34,very_low,0,0.5204,1
Boreas-Elysium,139,0.04997,False,Boreas,Elysium,5.0,very_low,0,0.5989,0
Boreas-Fenix,139,0.0834330688935281,False,Boreas,Fenix,8.34,low,0,1.0,0
Caelum-Dawn,139,0.05086,False,Caelum,Dawn,5.09,low,0,0.6096,0
Caelum-Elysium,139,0.11237,False,Caelum,Elysium,11.24,medium,0,1.3468,0
Caelum-Fenix,139,0.02696,False,Caelum,Fenix,2.7,very_low,0,0.3231,0
Dawn-Elysium,139,0.27759,False,Dawn,Elysium,27.76,high,1,3.3271,0
Dawn-Fenix,139,0.02117,False,Dawn,Fenix,2.12,very_low,0,0.2537,0
Elysium-Fenix,139,0.26686,False,Elysium,Fenix,26.69,high,1,3.1985,0
Aegis-Boreas,140,0.11583,False,Aegis,Boreas,11.58,medium,0,1.3883,0
Aegis-Dawn,140,0.02596,False,Aegis,Dawn,2.6,very_low,0,0.3111,0
Aegis-Elysium,140,0.03627,False,Aegis,Elysium,3.63,very_low,0,0.4347,0
Boreas-Dawn,140,0.01025,False,Boreas,Dawn,1.03,very_low,0,0.1229,0
Boreas-Elysium,140,0.12102,False,Boreas,Elysium,12.1,medium,0,1.4505,0
Boreas-Fenix,140,0.02967,False,Boreas,Fenix,2.97,very_low,0,0.3556,0
Caelum-Dawn,140,0.04492,False,Caelum,Dawn,4.49,very_low,0,0.5384,0
Caelum-Elysium,140,0.14891,False,Caelum,Elysium,14.89,medium,0,1.7848,0
Caelum-Fenix,140,0.02183,False,Caelum,Fenix,2.18,very_low,0,0.2616,0
Dawn-Elysium,140,0.22914,False,Dawn,Elysium,22.91,high,1,2.7464,0
Dawn-Fenix,140,0.19416,False,Dawn,Fenix,19.42,medium,0,2.3271,0
Elysium-Fenix,140,0.02205,False,Elysium,Fenix,2.2,very_low,0,0.2643,0
Aegis-Boreas,141,0.10693,False,Aegis,Boreas,10.69,medium,0,1.2816,0
Aegis-Dawn,141,0.10133,False,Aegis,Dawn,10.13,medium,0,1.2145,0
Aegis-Elysium,141,0.1074,False,Aegis,Elysium,10.74,medium,0,1.2873,0
Boreas-Dawn,141,0.03069,False,Boreas,Dawn,3.07,very_low,0,0.3678,0
Boreas-Elysium,141,0.24478,False,Boreas,Elysium,24.48,high,1,2.9338,0
Boreas-Fenix,141,0.02012,False,Boreas,Fenix,2.01,very_low,0,0.2412,0
Caelum-Dawn,141,0.16226,False,Caelum,Dawn,16.23,medium,0,1.9448,0
Caelum-Elysium,141,0.00419,False,Caelum,Elysium,0.42,very_low,0,0.0502,0
Caelum-Fenix,141,0.11984,False,Caelum,Fenix,11.98,medium,0,1.4364,0
Dawn-Elysium,141,0.07751,False,Dawn,Elysium,7.75,low,0,0.929,0
Dawn-Fenix,141,0.00841,False,Dawn,Fenix,0.84,very_low,0,0.1008,0
Elysium-Fenix,141,0.01652,False,Elysium,Fenix,1.65,very_low,0,0.198,0
Aegis-Boreas,142,0.00999,False,Aegis,Boreas,1.0,very_low,0,0.1197,0
Aegis-Dawn,142,0.03101,False,Aegis,Dawn,3.1,very_low,0,0.3717,0
Aegis-Elysium,142,0.04301,False,Aegis,Elysium,4.3,very_low,0,0.5155,0
Boreas-Dawn,142,0.26004,False,Boreas,Dawn,26.0,high,1,3.1167,0
Boreas-Elysium,142,0.03456,False,Boreas,Elysium,3.46,very_low,0,0.4142,0
Boreas-Fenix,142,0.16017,False,Boreas,Fenix,16.02,medium,0,1.9197,0
Caelum-Dawn,142,0.0834330688935281,False,Caelum,Dawn,8.34,low,0,1.0,0
Caelum-Elysium,142,0.06695,False,Caelum,Elysium,6.69,low,0,0.8024,0
Caelum-Fenix,142,0.06164,False,Caelum,Fenix,6.16,low,0,0.7388,0
Dawn-Elysium,142,0.00096,False,Dawn,Elysium,0.1,very_low,0,0.0115,0
Dawn-Fenix,142,0.21912,False,Dawn,Fenix,21.91,high,1,2.6263,0
Elysium-Fenix,142,0.00447,False,Elysium,Fenix,0.45,very_low,0,0.0536,0
Aegis-Boreas,143,0.0834330688935281,False,Aegis,Boreas,8.34,low,0,1.0,0
Aegis-Dawn,143,0.0834330688935281,False,Aegis,Dawn,8.34,low,0,1.0,0
Aegis-Elysium,143,0.07048,False,Aegis,Elysium,7.05,low,0,0.8447,0
Boreas-Dawn,143,0.09108,False,Boreas,Dawn,9.11,low,0,1.0917,0
Boreas-Elysium,143,0.08405,False,Boreas,Elysium,8.4,low,0,1.0074,0
Boreas-Fenix,143,0.23768,True,Boreas,Fenix,23.77,high,1,2.8488,1
Caelum-Dawn,143,0.03079,False,Caelum,Dawn,3.08,very_low,0,0.369,0
Caelum-Elysium,143,0.06374,False,Caelum,Elysium,6.37,low,0,0.764,0
Caelum-Fenix,143,0.28848,False,Caelum,Fenix,28.85,high,1,3.4576,0
Dawn-Elysium,143,0.03928,False,Dawn,Elysium,3.93,very_low,0,0.4708,0
Dawn-Fenix,143,0.04856,False,Dawn,Fenix,4.86,very_low,0,0.582,0
Elysium-Fenix,143,0.0834330688935281,False,Elysium,Fenix,8.34,low,0,1.0,0
Aegis-Boreas,144,0.05043,False,Aegis,Boreas,5.04,low,0,0.6044,0
Aegis-Dawn,144,0.34812,False,Aegis,Dawn,34.81,high,1,4.1724,0
Aegis-Elysium,144,0.15219,False,Aegis,Elysium,15.22,medium,0,1.8241,0
Boreas-Dawn,144,0.01008,False,Boreas,Dawn,1.01,very_low,0,0.1208,0
Boreas-Elysium,144,0.02321,True,Boreas,Elysium,2.32,very_low,0,0.2782,1
Boreas-Fenix,144,0.11425,False,Boreas,Fenix,11.42,medium,0,1.3694,0
Caelum-Dawn,144,0.02826,False,Caelum,Dawn,2.83,very_low,0,0.3387,0
Caelum-Elysium,144,0.09472,False,Caelum,Elysium,9.47,low,0,1.1353,0
Caelum-Fenix,144,0.07867,False,Caelum,Fenix,7.87,low,0,0.9429,0
Dawn-Elysium,144,0.02686,False,Dawn,Elysium,2.69,very_low,0,0.3219,0
Dawn-Fenix,144,0.01455,False,Dawn,Fenix,1.46,very_low,0,0.1744,0
Elysium-Fenix,144,0.05866,False,Elysium,Fenix,5.87,low,0,0.7031,0
Aegis-Boreas,145,0.00457,False,Aegis,Boreas,0.46,very_low,0,0.0548,0
Aegis-Dawn,145,0.08492,False,Aegis,Dawn,8.49,low,0,1.0178,0
Aegis-Elysium,145,0.14067,False,Aegis,Elysium,14.07,medium,0,1.686,0
Boreas-Dawn,145,0.04687,False,Boreas,Dawn,4.69,very_low,0,0.5618,0
Boreas-Elysium,145,0.00503,False,Boreas,Elysium,0.5,very_low,0,0.0603,0
Boreas-Fenix,145,0.36015,False,Boreas,Fenix,36.02,very_high,1,4.3166,0
Caelum-Dawn,145,0.04967,False,Caelum,Dawn,4.97,very_low,0,0.5953,0
Caelum-Elysium,145,0.00624,False,Caelum,Elysium,0.62,very_low,0,0.0748,0
Caelum-Fenix,145,0.12229,False,Caelum,Fenix,12.23,medium,0,1.4657,0
Dawn-Elysium,145,0.06984,False,Dawn,Elysium,6.98,low,0,0.8371,0
Dawn-Fenix,145,0.061,False,Dawn,Fenix,6.1,low,0,0.7311,0
Elysium-Fenix,145,0.04876,False,Elysium,Fenix,4.88,very_low,0,0.5844,0
Aegis-Boreas,146,0.03997,False,Aegis,Boreas,4.0,very_low,0,0.4791,0
Aegis-Dawn,146,0.008,True,Aegis,Dawn,0.8,very_low,0,0.0959,1
Aegis-Elysium,146,0.02174,False,Aegis,Elysium,2.17,very_low,0,0.2606,0
Boreas-Dawn,146,0.38085,False,Boreas,Dawn,38.08,very_high,1,4.5647,0
Boreas-Elysium,146,0.06732,False,Boreas,Elysium,6.73,low,0,0.8069,0
Boreas-Fenix,146,0.07051,False,Boreas,Fenix,7.05,low,0,0.8451,0
Caelum-Dawn,146,0.09791,False,Caelum,Dawn,9.79,low,0,1.1735,0
Caelum-Elysium,146,0.05927,False,Caelum,Elysium,5.93,low,0,0.7104,0
Caelum-Fenix,146,0.10308,False,Caelum,Fenix,10.31,medium,0,1.2355,0
Dawn-Elysium,146,0.02847,False,Dawn,Elysium,2.85,very_low,0,0.3412,0
Dawn-Fenix,146,0.03183,False,Dawn,Fenix,3.18,very_low,0,0.3815,0
Elysium-Fenix,146,0.09105,False,Elysium,Fenix,9.1,low,0,1.0913,0
Aegis-Boreas,147,0.02248,False,Aegis,Boreas,2.25,very_low,0,0.2694,0
Aegis-Dawn,147,0.08142,False,Aegis,Dawn,8.14,low,0,0.9759,0
Aegis-Elysium,147,0.02309,False,Aegis,Elysium,2.31,very_low,0,0.2767,0
Boreas-Dawn,147,0.32122,False,Boreas,Dawn,32.12,high,1,3.85,0
Boreas-Elysium,147,0.08195,False,Boreas,Elysium,8.2,low,0,0.9822,0
Boreas-Fenix,147,0.01153,False,Boreas,Fenix,1.15,very_low,0,0.1382,0
Caelum-Dawn,147,0.11617,True,Caelum,Dawn,11.62,medium,0,1.3924,1
Caelum-Elysium,147,0.09659,False,Caelum,Elysium,9.66,low,0,1.1577,0
Caelum-Fenix,147,0.0834330688935281,False,Caelum,Fenix,8.34,low,0,1.0,0
Dawn-Elysium,147,0.01425,False,Dawn,Elysium,1.42,very_low,0,0.1708,0
Dawn-Fenix,147,0.06481,False,Dawn,Fenix,6.48,low,0,0.7768,0
Elysium-Fenix,147,0.03277,False,Elysium,Fenix,3.28,very_low,0,0.3928,0
Aegis-Boreas,148,0.02519,False,Aegis,Boreas,2.52,very_low,0,0.3019,0
Aegis-Dawn,148,0.14157,False,Aegis,Dawn,14.16,medium,0,1.6968,0
Aegis-Elysium,148,0.01167,False,Aegis,Elysium,1.17,very_low,0,0.1399,0
Boreas-Dawn,148,0.07638,False,Boreas,Dawn,7.64,low,0,0.9155,0
Boreas-Elysium,148,0.20737,False,Boreas,Elysium,20.74,high,1,2.4855,0
Boreas-Fenix,148,0.01054,False,Boreas,Fenix,1.05,very_low,0,0.1263,0
Caelum-Dawn,148,0.02048,False,Caelum,Dawn,2.05,very_low,0,0.2455,0
Caelum-Elysium,148,0.12146,False,Caelum,Elysium,12.15,medium,0,1.4558,0
Caelum-Fenix,148,0.08192,True,Caelum,Fenix,8.19,low,0,0.9819,1
Dawn-Elysium,148,0.01104,False,Dawn,Elysium,1.1,very_low,0,0.1323,0
Dawn-Fenix,148,0.04677,False,Dawn,Fenix,4.68,very_low,0,0.5606,0
Elysium-Fenix,148,0.24561,False,Elysium,Fenix,24.56,high,1,2.9438,0
Aegis-Boreas,149,0.03989,False,Aegis,Boreas,3.99,very_low,0,0.4781,0
Aegis-Dawn,149,0.0016,False,Aegis,Dawn,0.16,very_low,0,0.0192,0
Aegis-Elysium,149,0.07158,False,Aegis,Elysium,7.16,low,0,0.8579,0
Boreas-Dawn,149,0.26977,False,Boreas,Dawn,26.98,high,1,3.2334,0
Boreas-Elysium,149,0.00807,False,Boreas,Elysium,0.81,very_low,0,0.0967,0
Boreas-Fenix,149,0.16266,False,Boreas,Fenix,16.27,medium,0,1.9496,0
Caelum-Dawn,149,0.01221,False,Caelum,Dawn,1.22,very_low,0,0.1463,0
Caelum-Elysium,149,0.08153,False,Caelum,Elysium,8.15,low,0,0.9772,0
Caelum-Fenix,149,0.10327,False,Caelum,Fenix,10.33,medium,0,1.2378,0
Dawn-Elysium,149,0.16319,False,Dawn,Elysium,16.32,medium,0,1.9559,0
Dawn-Fenix,149,0.03677,False,Dawn,Fenix,3.68,very_low,0,0.4407,0
Elysium-Fenix,149,0.04948,False,Elysium,Fenix,4.95,very_low,0,0.5931,0
Aegis-Boreas,150,0.13691,False,Aegis,Boreas,13.69,medium,0,1.641,0
Aegis-Dawn,150,0.20766,False,Aegis,Dawn,20.77,high,1,2.4889,0
Aegis-Elysium,150,0.10823,False,Aegis,Elysium,10.82,medium,0,1.2972,0
Boreas-Dawn,150,0.02175,False,Boreas,Dawn,2.17,very_low,0,0.2607,0
Boreas-Elysium,150,0.02149,False,Boreas,Elysium,2.15,very_low,0,0.2576,0
Boreas-Fenix,150,0.09421,False,Boreas,Fenix,9.42,low,0,1.1292,0
Caelum-Dawn,150,0.03317,False,Caelum,Dawn,3.32,very_low,0,0.3976,0
Caelum-Elysium,150,0.10058,False,Caelum,Elysium,10.06,medium,0,1.2055,0
Caelum-Fenix,150,0.09836,False,Caelum,Fenix,9.84,low,0,1.1789,0
Dawn-Elysium,150,0.06563,False,Dawn,Elysium,6.56,low,0,0.7866,0
Dawn-Fenix,150,0.03322,False,Dawn,Fenix,3.32,very_low,0,0.3982,0
Elysium-Fenix,150,0.07879,False,Elysium,Fenix,7.88,low,0,0.9443,0
Aegis-Boreas,151,0.03537,True,Aegis,Boreas,3.54,very_low,0,0.4239,1
Aegis-Dawn,151,0.07647,False,Aegis,Dawn,7.65,low,0,0.9165,0
Aegis-Elysium,151,0.11219,False,Aegis,Elysium,11.22,medium,0,1.3447,0
Boreas-Dawn,151,0.43119,True,Boreas,Dawn,43.12,very_high,1,5.1681,1
Boreas-Elysium,151,0.0108,False,Boreas,Elysium,1.08,very_low,0,0.1294,0
Boreas-Fenix,151,0.00672,False,Boreas,Fenix,0.67,very_low,0,0.0805,0
Caelum-Dawn,151,0.00115,True,Caelum,Dawn,0.12,very_low,0,0.0138,1
Caelum-Elysium,151,0.0814,False,Caelum,Elysium,8.14,low,0,0.9756,0
Caelum-Fenix,151,0.18921,False,Caelum,Fenix,18.92,medium,0,2.2678,0
Dawn-Elysium,151,0.0834330688935281,False,Dawn,Elysium,8.34,low,0,1.0,0
